water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ihhnv_outbreak,disease_type,data_source
30.9,11.79,7.07,7.69,0.52,136.46,26.96,1463.62,27.65,1,0,1,110,Thailand,Wet,4,2018,0.206,0.58,0,ihhnv,simulated
28.33,5.44,7.06,6.12,1.336,16.85,130.82,4876.49,20.14,0,1,0,107,Malaysia,Wet,3,2023,0.351,0.53,0,ihhnv,simulated
21.53,10.68,6.95,7.5,4.881,324.4,110.28,268.18,22.02,0,1,1,55,Philippines,Wet,7,2019,0.508,0.43,1,ihhnv,simulated
30.63,12.5,7.25,8.71,0.793,247.05,115.87,3482.39,25.3,1,1,1,64,Vietnam,Dry,1,2020,0.173,0.63,1,ihhnv,simulated
21.29,0.76,8.99,5.42,1.509,292.45,100.39,4401.73,12.99,0,0,0,63,Philippines,Wet,4,2021,0.569,0.48,1,ihhnv,simulated
25.12,29.15,7.99,5.54,4.278,361.8,29.7,3453.38,5.68,1,1,1,53,Thailand,Wet,6,2019,0.564,0.93,1,ihhnv,simulated
22.68,34.39,8.46,9.78,2.794,83.44,178.1,3286.79,16.09,0,1,1,93,Malaysia,Wet,3,2023,0.478,0.63,1,ihhnv,simulated
34.47,7.58,8.34,8.25,2.601,189.65,173.94,2411.77,29.26,1,1,1,171,Indonesia,Wet,11,2023,0.487,0.83,1,ihhnv,simulated
28.78,31.81,6.74,3.7,0.424,92.36,51.48,2099.14,24.69,0,1,0,126,Philippines,Wet,12,2021,0.384,0.355,1,ihhnv,simulated
32.98,13.9,8.28,4.13,1.538,355.86,80.41,179.08,14.27,0,0,1,30,Indonesia,Wet,12,2021,0.497,0.63,1,ihhnv,simulated
32.77,17.79,7.34,2.5,4.507,116.08,148.65,964.23,14.07,0,1,1,132,China,Wet,5,2021,0.61,0.805,1,ihhnv,simulated
26.2,7.42,8.36,8.84,3.274,30.72,69.42,2410.11,14.9,1,1,0,138,Philippines,Wet,5,2021,0.515,0.88,1,ihhnv,simulated
27.88,21.68,6.36,9.44,1.681,51.55,134.21,169.58,16.7,1,1,0,123,Malaysia,Dry,12,2020,0.395,1.0,1,ihhnv,simulated
21.59,1.65,8.01,5.77,3.952,361.02,129.19,219.97,27.1,1,1,0,34,Thailand,Wet,4,2023,0.559,0.68,1,ihhnv,simulated
25.39,16.8,8.27,3.23,0.425,70.72,33.07,1083.98,1.77,1,0,0,60,China,Dry,8,2022,0.401,0.955,1,ihhnv,simulated
25.28,6.61,8.92,2.85,4.854,362.55,13.38,4649.52,29.09,1,1,1,117,Malaysia,Wet,9,2018,0.808,0.805,1,ihhnv,simulated
29.9,9.02,8.27,5.06,4.319,147.21,111.6,2560.12,26.62,0,0,0,119,Vietnam,Wet,6,2020,0.626,0.68,1,ihhnv,simulated
20.33,6.63,7.61,8.77,0.311,4.14,191.22,601.77,13.98,0,1,0,116,Malaysia,Wet,8,2021,0.094,0.23,1,ihhnv,simulated
28.96,26.63,8.64,9.66,0.531,183.54,17.08,443.05,22.63,0,0,1,47,Indonesia,Wet,6,2019,0.26,0.68,1,ihhnv,simulated
26.92,12.87,6.83,7.56,3.679,390.86,71.33,1564.43,21.23,1,1,0,30,India,Dry,11,2023,0.526,0.83,0,ihhnv,simulated
31.7,30.7,8.8,3.7,0.085,339.66,30.63,3024.2,11.76,0,1,1,81,Vietnam,Wet,12,2020,0.436,0.305,0,ihhnv,simulated
27.21,28.01,6.56,4.9,1.464,276.74,184.95,1708.15,3.73,0,0,0,32,Thailand,Dry,7,2019,0.489,0.88,1,ihhnv,simulated
34.4,23.82,6.04,9.38,0.511,291.27,95.16,1241.71,28.49,0,1,0,84,Philippines,Dry,11,2021,0.321,0.58,1,ihhnv,simulated
29.85,29.25,8.54,9.24,4.683,230.87,164.13,3015.1,1.43,1,1,0,125,Philippines,Dry,1,2023,0.532,1.0,1,ihhnv,simulated
23.78,13.99,8.3,4.27,4.146,103.76,129.93,4515.17,14.13,0,0,1,155,India,Dry,5,2018,0.658,0.68,0,ihhnv,simulated
21.97,9.61,6.61,3.28,4.015,119.96,27.21,3620.9,1.09,0,1,0,64,India,Wet,4,2019,0.706,0.255,0,ihhnv,simulated
21.51,20.9,6.86,5.29,1.414,406.83,83.74,2973.77,16.73,0,0,1,116,Vietnam,Dry,11,2022,0.421,0.73,1,ihhnv,simulated
23.86,30.58,8.12,5.12,0.212,257.27,48.16,2020.48,28.45,1,0,1,171,Malaysia,Dry,8,2018,0.29,0.68,1,ihhnv,simulated
20.87,19.08,7.3,6.75,1.834,19.84,78.82,231.44,4.37,1,1,1,51,Indonesia,Dry,8,2021,0.345,0.88,1,ihhnv,simulated
23.78,5.02,8.13,2.18,1.537,165.46,160.58,520.61,13.27,0,1,1,178,Philippines,Dry,10,2019,0.536,0.655,1,ihhnv,simulated
30.78,19.14,6.13,5.57,4.339,444.96,106.37,3905.03,9.7,0,0,0,60,China,Wet,10,2021,0.709,0.83,0,ihhnv,simulated
31.97,32.81,6.68,6.25,1.179,245.5,167.99,2209.17,12.28,1,0,1,60,Indonesia,Dry,9,2018,0.393,0.88,1,ihhnv,simulated
25.06,8.3,8.94,9.07,4.38,378.28,12.49,3313.19,16.03,1,0,0,95,Thailand,Wet,8,2021,0.604,0.78,1,ihhnv,simulated
24.52,22.98,6.06,6.05,1.977,95.55,189.24,3394.34,23.72,1,0,0,118,Thailand,Wet,8,2020,0.591,1.0,1,ihhnv,simulated
21.4,19.17,7.72,3.94,3.695,370.55,151.32,1664.12,6.89,0,1,1,174,India,Dry,2,2021,0.572,0.655,1,ihhnv,simulated
21.93,16.92,6.36,5.66,1.263,428.51,14.76,1042.59,5.34,1,1,1,143,Vietnam,Dry,2,2023,0.475,0.73,0,ihhnv,simulated
21.87,13.45,6.01,8.78,2.2,45.84,35.23,2131.17,10.32,0,1,1,51,Thailand,Dry,4,2022,0.533,0.18,0,ihhnv,simulated
21.83,2.07,6.57,7.11,1.051,287.06,31.02,2431.32,21.64,0,0,1,122,Philippines,Dry,6,2018,0.368,0.28,0,ihhnv,simulated
31.68,27.17,8.27,8.04,4.693,193.51,138.19,3363.42,15.67,1,0,1,67,Philippines,Dry,4,2021,0.527,1.0,1,ihhnv,simulated
25.73,19.09,6.78,2.6,4.056,318.25,190.79,3104.37,3.12,0,0,1,161,China,Dry,1,2020,0.7,1.0,1,ihhnv,simulated
31.98,9.75,6.55,8.89,0.586,80.05,141.57,4321.58,21.94,0,0,1,119,Indonesia,Wet,11,2018,0.26,0.53,0,ihhnv,simulated
33.82,9.88,6.75,3.42,0.769,294.68,78.11,4075.29,8.8,0,1,1,85,Malaysia,Dry,1,2019,0.43,0.455,0,ihhnv,simulated
27.72,22.79,6.33,2.2,3.619,14.85,114.17,2830.63,19.87,1,0,0,133,Malaysia,Wet,4,2019,0.788,1.0,1,ihhnv,simulated
34.69,14.07,6.73,2.8,4.708,232.03,107.47,408.39,24.29,0,1,0,122,India,Wet,5,2022,0.702,0.555,1,ihhnv,simulated
24.32,23.5,8.67,4.41,0.478,138.44,70.64,1057.39,14.66,0,0,1,54,Malaysia,Wet,4,2018,0.434,0.88,1,ihhnv,simulated
20.13,13.86,6.89,6.74,3.998,48.28,176.97,4635.85,28.42,0,1,0,88,China,Wet,9,2018,0.544,0.38,0,ihhnv,simulated
25.49,20.78,7.33,9.54,4.629,100.76,110.8,2558.57,1.11,0,1,1,125,Indonesia,Dry,1,2019,0.377,0.78,0,ihhnv,simulated
32.53,24.23,6.94,9.04,0.527,113.8,118.13,4144.6,23.63,0,0,1,90,Indonesia,Dry,6,2023,0.184,0.73,1,ihhnv,simulated
33.65,33.22,6.42,8.93,4.321,376.55,80.44,607.21,16.55,0,1,0,129,India,Wet,12,2022,0.549,0.48,0,ihhnv,simulated
25.13,29.14,8.13,8.94,0.122,361.95,67.25,1816.24,26.72,1,0,1,167,Philippines,Dry,8,2018,0.154,1.0,1,ihhnv,simulated
23.93,25.31,8.78,4.01,3.342,166.05,36.38,3076.32,18.56,1,1,0,175,Thailand,Wet,1,2018,0.746,0.93,1,ihhnv,simulated
28.53,2.88,7.25,7.43,2.323,374.22,23.86,717.51,18.62,0,1,0,116,Indonesia,Dry,12,2023,0.385,0.28,0,ihhnv,simulated
26.65,34.5,7.0,2.21,1.522,193.85,157.74,4457.4,10.34,0,1,0,64,Malaysia,Wet,4,2023,0.512,0.605,0,ihhnv,simulated
24.78,33.59,8.79,9.84,0.449,57.57,181.53,1373.29,15.37,0,1,0,137,Malaysia,Wet,1,2019,0.27,0.48,1,ihhnv,simulated
29.99,0.24,8.08,6.51,3.659,96.8,176.83,3254.6,17.29,1,1,1,130,Vietnam,Dry,7,2020,0.546,0.88,1,ihhnv,simulated
22.36,18.41,7.91,2.73,3.495,219.5,145.8,3985.48,2.81,0,0,0,40,Philippines,Wet,5,2023,0.644,0.955,1,ihhnv,simulated
34.27,20.63,6.7,5.36,3.223,8.94,149.94,4677.71,29.29,0,0,1,146,Philippines,Dry,9,2020,0.621,0.83,1,ihhnv,simulated
22.11,0.66,8.77,5.02,0.631,26.53,104.69,4193.07,29.21,0,0,1,134,Vietnam,Wet,2,2022,0.448,0.63,1,ihhnv,simulated
30.36,22.08,8.99,2.42,3.04,74.44,93.92,942.65,15.01,1,1,1,180,India,Wet,5,2022,0.834,1.0,1,ihhnv,simulated
20.01,12.63,8.25,3.44,2.085,485.21,110.31,2251.9,12.26,0,1,1,152,India,Dry,10,2023,0.575,0.455,0,ihhnv,simulated
31.49,16.47,7.57,8.56,1.537,408.95,190.26,3522.88,29.95,1,1,0,97,Vietnam,Wet,11,2022,0.23,0.98,1,ihhnv,simulated
24.91,19.96,7.19,5.52,0.772,148.24,181.31,1851.96,27.85,1,1,0,151,India,Dry,10,2021,0.287,0.93,1,ihhnv,simulated
32.58,28.23,8.98,3.1,2.428,395.77,76.13,4287.28,27.18,1,1,1,180,Philippines,Dry,5,2018,0.746,1.0,1,ihhnv,simulated
20.85,32.37,8.9,3.83,0.514,288.24,169.93,619.11,19.4,1,0,0,113,Malaysia,Wet,5,2020,0.496,0.755,1,ihhnv,simulated
32.19,23.4,7.69,5.4,0.544,51.86,64.08,1882.05,2.47,1,1,1,135,India,Wet,8,2018,0.245,0.93,1,ihhnv,simulated
33.0,4.38,8.57,7.38,3.067,349.76,108.23,629.47,23.83,0,1,1,96,Malaysia,Wet,1,2018,0.599,0.53,1,ihhnv,simulated
32.95,18.88,7.07,2.45,3.696,214.55,46.79,4828.6,28.3,1,0,1,89,China,Wet,7,2022,0.657,1.0,1,ihhnv,simulated
30.8,11.2,7.53,5.79,4.933,96.51,166.12,4510.33,7.7,1,0,1,48,Vietnam,Wet,8,2018,0.479,0.88,1,ihhnv,simulated
20.43,30.26,6.57,2.41,4.082,139.82,31.31,834.34,11.63,0,1,0,129,Philippines,Dry,12,2023,0.741,0.205,1,ihhnv,simulated
29.29,31.42,6.82,9.49,1.997,10.12,189.47,4402.44,23.92,0,0,1,38,Malaysia,Dry,1,2022,0.352,0.68,0,ihhnv,simulated
34.36,2.19,7.96,5.35,0.02,199.7,21.82,677.68,18.45,0,1,1,31,Malaysia,Dry,1,2022,0.234,0.13,0,ihhnv,simulated
22.45,5.24,7.23,7.1,2.068,352.02,76.34,1612.56,1.07,1,0,1,105,China,Dry,6,2023,0.371,0.93,1,ihhnv,simulated
22.12,0.54,6.19,3.82,3.215,163.37,34.74,2414.79,12.4,1,0,1,175,Vietnam,Dry,7,2020,0.758,0.855,0,ihhnv,simulated
33.85,17.84,8.58,3.62,4.13,20.01,158.95,2325.08,24.37,1,1,0,137,India,Dry,5,2018,0.726,1.0,1,ihhnv,simulated
30.9,18.01,8.04,6.14,3.496,486.88,61.15,3265.02,12.79,0,1,0,156,Malaysia,Wet,9,2021,0.552,0.73,0,ihhnv,simulated
30.08,22.28,7.6,8.13,4.394,129.12,32.24,1893.51,19.76,0,1,1,146,Thailand,Dry,11,2020,0.412,0.48,1,ihhnv,simulated
21.41,34.25,7.92,5.66,2.929,45.31,130.98,2683.32,12.63,0,0,0,163,Philippines,Dry,6,2022,0.54,0.38,1,ihhnv,simulated
20.54,14.7,6.29,2.69,3.048,372.35,147.46,4130.54,8.91,0,1,0,113,China,Dry,4,2020,0.779,0.405,0,ihhnv,simulated
29.2,5.44,8.5,5.1,3.118,292.72,181.13,3291.72,8.41,1,0,0,179,Philippines,Wet,10,2022,0.663,0.98,1,ihhnv,simulated
29.95,4.9,6.35,4.67,1.533,405.28,156.89,3255.28,21.76,0,0,0,152,India,Dry,6,2023,0.54,0.63,1,ihhnv,simulated
28.13,17.53,6.58,9.64,2.95,121.93,165.23,4922.69,29.69,0,1,0,169,Malaysia,Wet,10,2020,0.493,0.83,1,ihhnv,simulated
24.42,20.76,7.94,2.1,1.696,159.52,78.67,2713.44,25.86,0,0,1,37,Philippines,Dry,1,2021,0.525,0.955,1,ihhnv,simulated
34.68,19.82,8.71,5.88,4.285,450.88,197.68,806.62,14.91,0,0,1,120,Philippines,Wet,9,2021,0.672,0.88,1,ihhnv,simulated
26.99,19.4,6.21,8.7,0.61,115.52,68.29,2953.75,4.74,0,0,1,85,Indonesia,Wet,8,2022,0.326,0.88,1,ihhnv,simulated
25.77,8.68,7.13,6.2,3.746,251.31,179.87,4002.35,16.34,0,1,1,154,Indonesia,Wet,9,2019,0.522,0.58,0,ihhnv,simulated
34.09,18.41,7.1,7.54,1.508,48.2,73.33,1537.29,24.47,1,0,0,39,Thailand,Dry,1,2018,0.316,1.0,1,ihhnv,simulated
29.9,30.01,7.42,9.77,2.319,86.39,84.61,731.46,18.73,1,0,1,39,Malaysia,Dry,10,2019,0.279,0.93,1,ihhnv,simulated
30.8,24.48,7.94,7.86,0.918,252.04,66.18,2078.36,3.02,0,1,0,51,Philippines,Dry,9,2019,0.247,0.53,0,ihhnv,simulated
31.7,4.38,7.45,3.05,2.707,201.39,92.39,1961.72,25.46,1,1,1,179,Indonesia,Dry,8,2018,0.541,0.805,1,ihhnv,simulated
33.94,4.55,7.22,3.41,4.899,276.82,98.09,885.53,13.69,0,1,1,128,Philippines,Dry,9,2019,0.6,0.505,0,ihhnv,simulated
31.15,34.05,8.87,3.97,4.888,144.81,175.39,355.87,24.37,0,0,1,44,China,Dry,1,2020,0.763,0.655,1,ihhnv,simulated
23.16,29.87,8.1,4.78,0.98,416.86,164.04,1927.89,18.24,1,0,1,71,India,Dry,6,2021,0.383,1.0,1,ihhnv,simulated
32.72,3.04,8.78,7.21,4.426,88.88,140.58,2312.61,1.65,0,0,1,52,Vietnam,Dry,3,2019,0.64,0.58,0,ihhnv,simulated
28.8,17.67,7.33,7.73,4.901,338.82,65.02,564.83,25.77,0,0,1,137,Malaysia,Dry,9,2021,0.437,0.88,1,ihhnv,simulated
20.11,15.65,8.09,4.33,3.243,63.48,10.66,2323.91,14.81,0,0,1,176,Philippines,Dry,4,2023,0.621,0.53,0,ihhnv,simulated
21.32,19.15,7.75,4.53,0.443,369.83,149.63,4859.68,0.08,1,0,0,49,Thailand,Dry,3,2021,0.273,0.83,1,ihhnv,simulated
26.75,33.82,8.91,9.13,1.404,200.84,103.9,1993.14,9.76,0,1,1,110,Malaysia,Dry,5,2022,0.42,0.58,1,ihhnv,simulated
21.92,9.69,6.42,4.55,0.044,267.86,150.98,4994.52,2.38,1,1,1,125,China,Dry,5,2023,0.367,0.58,1,ihhnv,simulated
34.35,12.98,6.77,3.37,1.501,76.36,38.63,2555.39,0.7,0,0,1,30,Vietnam,Wet,12,2023,0.509,0.505,0,ihhnv,simulated
34.35,10.13,7.68,8.51,2.28,212.05,166.52,3218.24,13.49,0,0,1,71,Thailand,Dry,9,2022,0.333,0.53,0,ihhnv,simulated
25.92,3.15,6.16,9.06,2.234,216.45,48.06,289.87,24.7,1,1,1,92,Indonesia,Dry,10,2022,0.503,0.68,0,ihhnv,simulated
25.31,29.64,7.39,9.17,3.289,79.12,60.47,2061.07,16.08,0,1,1,60,Malaysia,Wet,1,2018,0.379,0.83,1,ihhnv,simulated
33.16,8.58,6.76,5.38,1.18,253.12,112.76,131.94,16.29,0,0,0,154,China,Dry,12,2021,0.408,0.53,1,ihhnv,simulated
20.21,2.8,6.37,4.93,4.614,420.82,54.74,3195.14,29.23,0,0,1,169,Indonesia,Wet,12,2021,0.691,0.33,0,ihhnv,simulated
33.22,30.14,8.06,9.02,1.121,416.67,29.25,827.14,0.58,1,1,1,128,Philippines,Wet,9,2020,0.251,0.63,1,ihhnv,simulated
21.31,11.61,6.32,2.91,1.6,459.67,186.56,3315.18,3.07,0,0,1,78,Malaysia,Dry,4,2018,0.611,0.555,1,ihhnv,simulated
26.68,11.35,8.72,3.53,3.183,367.03,145.76,4488.47,29.71,0,1,1,155,Thailand,Wet,8,2021,0.752,0.705,1,ihhnv,simulated
21.7,13.38,6.87,9.14,0.395,194.42,43.81,2862.5,5.88,1,1,1,146,Philippines,Wet,9,2019,0.178,0.43,0,ihhnv,simulated
30.14,17.57,7.79,9.47,2.475,160.4,76.09,4099.15,3.2,0,1,1,34,Thailand,Wet,2,2022,0.341,0.73,0,ihhnv,simulated
20.69,34.66,7.49,8.0,1.195,436.83,145.94,1827.05,21.05,1,0,0,122,Vietnam,Wet,4,2019,0.201,0.73,1,ihhnv,simulated
27.48,12.07,8.74,9.22,1.529,241.09,191.68,374.39,9.58,1,0,1,105,Philippines,Wet,12,2022,0.403,1.0,1,ihhnv,simulated
25.05,31.9,6.56,5.88,2.76,132.84,123.83,4949.79,21.35,1,1,1,176,Malaysia,Dry,5,2020,0.601,0.88,1,ihhnv,simulated
20.26,27.55,6.54,3.57,0.746,317.24,199.83,4461.97,16.99,0,1,0,155,Indonesia,Dry,6,2023,0.457,0.555,1,ihhnv,simulated
21.54,27.49,7.14,4.4,4.453,271.03,162.79,4724.57,13.76,0,0,1,59,India,Dry,12,2022,0.58,0.68,1,ihhnv,simulated
23.99,18.33,6.96,2.14,2.625,433.24,12.17,197.34,14.77,1,1,0,98,Thailand,Dry,4,2022,0.644,0.955,1,ihhnv,simulated
23.23,32.44,6.09,6.62,2.344,115.64,71.19,2835.16,18.03,0,1,1,36,China,Dry,7,2023,0.608,0.58,0,ihhnv,simulated
22.37,18.95,7.06,9.24,0.377,179.97,103.33,3644.63,28.61,1,0,1,88,Philippines,Wet,7,2022,0.141,1.0,1,ihhnv,simulated
20.64,13.74,8.44,6.21,1.405,306.89,87.69,912.63,24.11,0,0,1,179,Thailand,Wet,2,2021,0.439,0.53,1,ihhnv,simulated
34.22,7.27,6.15,3.55,3.145,189.46,57.78,1675.9,17.83,1,1,0,169,India,Wet,9,2023,0.773,0.655,0,ihhnv,simulated
33.73,23.91,8.99,2.78,2.731,415.05,56.36,3130.65,22.37,0,0,1,155,Vietnam,Dry,9,2018,0.792,0.705,0,ihhnv,simulated
30.53,32.11,8.56,5.02,0.924,251.69,122.03,2415.16,29.32,0,0,0,45,China,Wet,2,2022,0.445,0.48,1,ihhnv,simulated
20.95,8.74,8.97,6.46,3.433,368.18,80.16,3952.63,1.86,1,1,1,57,Philippines,Wet,3,2020,0.696,0.73,1,ihhnv,simulated
29.8,29.83,6.03,7.37,2.032,498.71,126.75,327.26,6.12,1,0,1,141,India,Dry,1,2022,0.558,1.0,1,ihhnv,simulated
23.05,32.81,6.2,3.27,3.968,359.95,185.66,450.19,13.26,1,1,0,116,Thailand,Dry,12,2019,0.774,0.905,1,ihhnv,simulated
32.63,9.6,7.97,7.5,1.103,47.57,34.82,2921.0,0.83,1,1,0,101,Thailand,Dry,4,2023,0.284,0.48,1,ihhnv,simulated
27.01,1.09,8.04,7.46,4.026,294.16,30.78,3574.79,6.7,1,0,1,74,Vietnam,Dry,10,2022,0.508,0.78,0,ihhnv,simulated
28.07,0.36,6.08,2.84,3.975,37.41,169.78,3345.16,28.75,1,0,0,34,India,Wet,4,2021,0.809,1.0,1,ihhnv,simulated
24.12,21.94,7.79,2.51,1.862,124.42,121.83,3853.09,5.49,0,0,0,47,India,Wet,2,2020,0.505,0.955,1,ihhnv,simulated
26.95,17.22,8.9,8.05,0.797,335.41,49.74,3452.35,11.79,1,1,1,164,Malaysia,Wet,7,2023,0.387,0.88,0,ihhnv,simulated
31.98,0.27,6.72,2.15,1.914,388.77,18.92,4983.04,3.07,0,1,1,119,Thailand,Wet,4,2018,0.604,0.405,1,ihhnv,simulated
32.38,12.66,8.08,4.74,3.041,391.27,48.39,4592.51,20.89,1,0,0,74,Philippines,Dry,5,2022,0.605,0.63,0,ihhnv,simulated
29.52,24.22,8.7,3.89,4.843,109.28,57.08,2950.35,14.93,0,0,1,86,Thailand,Wet,10,2018,0.737,0.855,1,ihhnv,simulated
32.22,25.03,8.0,5.74,4.973,198.24,126.61,4227.98,26.1,0,0,1,46,India,Wet,10,2023,0.559,0.83,0,ihhnv,simulated
34.44,9.34,6.26,4.64,4.583,190.93,155.26,906.76,3.84,1,1,0,38,Malaysia,Wet,5,2022,0.719,0.78,1,ihhnv,simulated
26.93,26.67,8.79,2.51,2.196,171.39,199.42,4076.39,16.71,1,1,0,97,China,Dry,5,2021,0.709,1.0,1,ihhnv,simulated
28.62,8.09,7.13,9.85,1.574,460.88,189.0,4425.68,15.39,1,0,0,69,Indonesia,Dry,9,2022,0.242,0.88,0,ihhnv,simulated
28.37,30.3,7.18,3.34,1.629,124.93,59.8,438.54,26.08,0,0,0,74,Thailand,Dry,10,2019,0.456,0.455,1,ihhnv,simulated
26.17,22.13,7.72,3.12,4.595,437.4,126.18,1025.95,0.05,1,0,1,92,Vietnam,Dry,4,2022,0.599,1.0,1,ihhnv,simulated
23.33,31.58,8.71,2.1,4.051,85.11,142.09,898.78,4.24,0,0,1,65,Vietnam,Wet,8,2018,0.798,0.805,0,ihhnv,simulated
31.14,14.18,6.06,4.15,4.274,342.21,105.71,872.62,13.6,1,0,0,33,China,Dry,7,2021,0.768,0.83,1,ihhnv,simulated
29.1,0.76,8.37,4.15,1.577,336.21,116.02,180.39,19.08,0,1,0,147,Philippines,Dry,10,2023,0.515,0.53,1,ihhnv,simulated
32.98,31.36,6.64,6.21,3.491,244.87,70.1,2274.86,1.57,0,1,1,39,China,Wet,5,2021,0.603,0.53,1,ihhnv,simulated
29.72,14.4,8.81,9.65,4.822,113.29,37.68,1391.96,7.17,0,1,0,129,Malaysia,Wet,6,2020,0.563,0.38,0,ihhnv,simulated
23.95,19.55,6.99,2.94,4.198,67.84,92.84,4689.72,2.16,0,1,0,87,Thailand,Dry,11,2022,0.654,0.855,1,ihhnv,simulated
30.28,6.73,8.11,4.09,1.496,72.41,12.86,1842.59,4.43,0,0,1,72,India,Wet,9,2019,0.465,0.43,0,ihhnv,simulated
27.66,33.13,7.93,8.14,3.621,124.32,130.14,2786.56,14.26,1,0,1,104,Malaysia,Dry,3,2018,0.467,0.93,1,ihhnv,simulated
20.13,5.55,8.13,5.47,2.279,493.3,161.09,2966.34,3.08,1,0,1,155,Thailand,Dry,4,2021,0.509,0.78,1,ihhnv,simulated
31.56,34.63,7.56,3.47,4.534,27.16,137.34,1167.71,0.36,0,0,0,173,Thailand,Dry,3,2022,0.561,0.555,0,ihhnv,simulated
33.29,3.93,8.88,2.03,4.261,271.93,185.12,2457.19,3.15,0,1,0,149,Philippines,Dry,6,2021,0.829,0.505,1,ihhnv,simulated
20.83,2.75,8.43,5.15,3.681,432.64,122.98,4619.82,26.9,1,0,1,42,Philippines,Wet,2,2022,0.65,0.83,1,ihhnv,simulated
24.54,34.05,6.52,7.68,4.299,179.78,135.77,4734.29,21.26,0,1,0,125,Philippines,Wet,5,2020,0.574,0.58,1,ihhnv,simulated
29.15,7.5,6.8,3.2,1.456,453.38,86.94,1629.11,5.44,1,1,0,77,Thailand,Dry,2,2018,0.505,0.905,1,ihhnv,simulated
23.36,34.5,8.86,9.71,2.169,30.29,93.87,226.77,12.92,0,1,0,32,Vietnam,Wet,10,2018,0.477,0.58,1,ihhnv,simulated
25.23,17.62,8.44,4.97,4.203,102.42,157.16,2549.32,2.24,0,0,0,94,Vietnam,Dry,2,2020,0.658,0.88,1,ihhnv,simulated
26.62,30.5,7.7,9.02,0.047,111.81,120.2,3299.5,19.06,0,1,1,156,Vietnam,Wet,9,2021,0.071,0.48,1,ihhnv,simulated
32.53,18.26,6.31,3.02,2.776,193.94,163.62,1074.02,11.82,1,0,1,60,Philippines,Dry,11,2021,0.739,1.0,1,ihhnv,simulated
30.54,20.09,7.69,3.22,1.802,152.78,147.8,3704.52,10.05,1,1,1,90,Malaysia,Dry,9,2018,0.458,1.0,1,ihhnv,simulated
20.31,30.13,8.58,5.13,4.123,429.22,175.66,781.14,16.61,1,0,0,172,China,Wet,8,2020,0.676,0.78,1,ihhnv,simulated
20.57,17.09,7.48,6.07,2.919,263.53,83.22,4336.3,15.62,1,1,0,89,Vietnam,Wet,6,2019,0.459,0.88,1,ihhnv,simulated
28.34,2.05,7.71,5.19,0.808,83.36,199.78,1676.7,16.71,0,0,1,86,Philippines,Wet,2,2019,0.285,0.58,0,ihhnv,simulated
22.92,7.42,8.54,2.53,3.616,166.99,101.9,1759.75,13.5,0,0,0,135,Vietnam,Dry,8,2022,0.756,0.705,0,ihhnv,simulated
33.37,3.66,7.09,3.45,3.251,150.8,71.48,2619.6,12.73,1,0,0,175,Malaysia,Wet,12,2021,0.62,0.905,1,ihhnv,simulated
26.36,18.84,8.45,5.88,3.334,453.24,77.36,3232.73,16.37,1,0,1,40,Philippines,Wet,2,2020,0.629,1.0,1,ihhnv,simulated
32.92,26.29,7.61,2.14,4.197,7.46,140.46,1798.92,14.35,0,1,1,167,India,Dry,11,2019,0.614,0.755,1,ihhnv,simulated
23.09,3.88,8.73,6.69,3.196,454.3,189.37,2334.29,1.34,0,1,1,140,Thailand,Wet,3,2019,0.649,0.63,1,ihhnv,simulated
31.23,21.68,7.67,8.09,2.92,356.08,137.56,2200.54,28.96,0,1,1,112,Malaysia,Dry,3,2020,0.416,0.68,0,ihhnv,simulated
23.99,16.59,6.94,2.47,0.153,188.2,131.2,1749.79,26.73,1,1,1,86,China,Dry,3,2021,0.361,1.0,1,ihhnv,simulated
34.79,29.36,6.02,4.46,1.754,324.59,174.71,311.65,22.61,0,1,0,126,Philippines,Dry,2,2018,0.626,0.68,1,ihhnv,simulated
26.09,24.12,7.24,5.26,1.277,413.5,62.12,3324.12,27.8,0,0,1,43,India,Dry,11,2019,0.343,0.88,1,ihhnv,simulated
28.14,20.44,6.38,8.12,3.669,98.28,12.75,3798.69,26.74,0,0,0,115,Indonesia,Dry,10,2020,0.583,0.68,1,ihhnv,simulated
22.29,8.67,7.76,6.46,0.551,57.54,73.73,2514.91,0.4,0,0,1,101,Vietnam,Dry,1,2021,0.223,0.53,0,ihhnv,simulated
24.79,17.15,8.95,3.43,0.843,61.45,29.65,1322.87,5.6,1,1,1,30,Philippines,Dry,4,2020,0.554,0.905,1,ihhnv,simulated
30.74,22.42,7.62,5.33,0.528,275.17,50.83,2021.89,12.28,1,0,0,36,Malaysia,Dry,9,2019,0.234,0.73,1,ihhnv,simulated
24.8,11.6,8.42,9.98,1.922,40.13,60.53,2826.5,6.93,1,1,0,35,Malaysia,Wet,2,2021,0.368,0.88,1,ihhnv,simulated
27.28,25.43,6.03,2.65,4.1,301.71,77.75,3999.65,8.72,0,1,0,52,Thailand,Dry,5,2022,0.823,0.855,1,ihhnv,simulated
33.8,27.98,7.93,9.71,1.974,86.67,55.87,759.37,12.08,1,0,1,52,China,Dry,8,2021,0.301,0.88,1,ihhnv,simulated
