water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,imnv_outbreak,disease_type,data_source
20.15,34.02,7.13,3.75,2.091,478.53,123.01,4150.89,13.58,0,0,1,145,Indonesia,Dry,11,2023,0.502,0.57,0,imnv,simulated
34.3,25.33,6.62,9.29,2.883,90.06,116.13,2014.83,22.26,0,0,1,172,Thailand,Wet,9,2018,0.491,0.89,1,imnv,simulated
30.7,24.39,8.37,6.65,4.497,457.5,63.79,812.62,21.2,1,0,0,149,Malaysia,Wet,8,2019,0.59,0.89,1,imnv,simulated
32.57,19.58,7.12,3.06,1.355,116.97,132.92,704.75,7.04,0,1,1,73,India,Wet,10,2023,0.445,0.82,0,imnv,simulated
25.36,4.53,7.28,6.55,3.68,15.4,115.59,2967.45,14.9,0,1,1,103,Thailand,Dry,11,2021,0.485,0.58,1,imnv,simulated
27.67,6.21,8.05,8.24,3.742,473.87,122.69,490.35,4.43,1,1,0,53,Malaysia,Dry,7,2019,0.484,0.79,1,imnv,simulated
33.97,8.15,7.88,8.8,3.485,156.18,112.97,3268.68,24.64,1,1,1,165,Thailand,Wet,3,2019,0.437,0.78,1,imnv,simulated
23.48,18.13,6.29,6.75,1.309,92.69,66.21,1460.49,18.84,1,0,0,99,Vietnam,Wet,5,2021,0.455,0.69,1,imnv,simulated
32.5,20.4,7.48,8.95,1.791,301.31,44.32,1399.78,25.62,0,0,0,77,India,Dry,12,2022,0.237,0.43,0,imnv,simulated
26.9,20.8,8.19,4.9,2.914,247.06,149.13,2300.07,29.14,0,0,0,48,Philippines,Wet,7,2020,0.609,0.94,1,imnv,simulated
33.43,2.78,8.37,9.82,3.854,126.82,195.42,2517.13,11.08,1,0,1,71,Philippines,Wet,6,2019,0.484,0.94,1,imnv,simulated
29.14,1.97,6.67,9.19,1.33,30.13,147.12,4234.08,29.11,0,1,1,97,India,Dry,6,2019,0.313,0.64,1,imnv,simulated
31.0,26.98,6.3,8.24,2.658,174.07,98.15,4855.49,8.32,1,1,1,150,Indonesia,Wet,3,2022,0.554,1.0,1,imnv,simulated
24.88,24.67,8.2,3.04,4.649,426.18,40.8,2188.9,12.65,0,0,1,36,India,Wet,7,2022,0.682,0.83,1,imnv,simulated
26.78,12.15,7.22,2.59,3.234,18.19,186.74,289.42,10.78,0,0,1,81,India,Dry,10,2022,0.627,0.92,1,imnv,simulated
28.69,31.88,7.58,9.59,1.469,181.33,143.34,1508.86,27.29,1,1,0,173,Vietnam,Wet,6,2022,0.19,0.83,0,imnv,simulated
26.36,30.04,8.53,3.26,0.361,93.08,58.26,2717.48,14.63,0,1,1,140,India,Dry,12,2023,0.436,0.36,1,imnv,simulated
30.57,6.53,8.17,7.22,1.515,413.55,40.41,4297.27,26.22,0,1,1,164,China,Dry,10,2019,0.373,0.39,1,imnv,simulated
23.68,24.97,8.79,9.91,3.886,240.49,10.36,1767.97,29.37,1,0,1,126,Philippines,Wet,7,2022,0.551,0.74,1,imnv,simulated
28.99,23.35,6.43,2.17,0.079,468.73,146.12,3055.46,4.79,1,1,0,129,Indonesia,Wet,5,2021,0.448,1.0,1,imnv,simulated
24.87,25.69,6.84,7.79,1.939,346.42,58.36,773.64,24.96,0,0,0,64,Philippines,Dry,1,2023,0.399,0.59,1,imnv,simulated
25.25,1.4,7.93,2.18,2.062,451.51,42.38,2309.75,22.9,1,1,0,176,China,Dry,10,2021,0.561,0.57,1,imnv,simulated
22.93,14.54,7.81,5.26,0.849,492.06,63.68,2824.81,19.93,0,0,1,111,Philippines,Wet,6,2021,0.304,0.36,1,imnv,simulated
29.39,33.46,7.51,9.81,2.127,171.1,54.47,392.27,13.7,0,1,0,78,Malaysia,Wet,2,2019,0.244,0.38,0,imnv,simulated
23.24,2.02,8.29,4.12,1.343,430.66,154.91,2084.34,20.36,1,1,0,115,China,Dry,9,2022,0.477,0.59,1,imnv,simulated
32.17,30.38,6.44,2.25,4.26,404.57,152.65,2604.37,9.29,1,0,1,33,Indonesia,Dry,11,2022,0.768,0.93,1,imnv,simulated
32.14,20.11,8.06,2.09,3.947,118.94,143.91,2623.86,8.25,0,1,0,112,Malaysia,Dry,11,2022,0.69,0.73,0,imnv,simulated
33.45,18.88,7.48,9.16,2.048,201.36,71.37,4166.95,21.56,0,0,0,167,Indonesia,Wet,5,2018,0.259,0.78,1,imnv,simulated
30.15,23.8,6.84,9.19,4.771,461.71,111.18,4971.33,6.81,1,0,0,78,China,Wet,10,2021,0.47,1.0,1,imnv,simulated
27.31,7.08,8.31,5.79,2.983,306.76,117.77,4083.2,9.94,1,1,1,97,China,Wet,4,2018,0.607,0.94,1,imnv,simulated
20.74,10.78,6.73,4.27,1.046,161.0,148.98,3968.2,20.75,0,0,0,34,China,Dry,9,2020,0.436,0.64,0,imnv,simulated
22.45,27.25,8.85,5.69,0.365,261.37,168.57,3834.32,16.58,1,1,0,106,Thailand,Dry,8,2020,0.409,0.62,1,imnv,simulated
24.47,32.21,8.16,5.37,0.187,133.09,194.68,893.74,9.97,1,0,0,90,Philippines,Dry,11,2019,0.285,0.77,0,imnv,simulated
23.17,25.52,8.47,2.84,0.471,131.02,121.06,3407.94,20.32,0,0,0,138,Malaysia,Wet,7,2019,0.453,0.71,1,imnv,simulated
26.52,12.18,8.66,7.14,2.448,472.75,162.77,3096.69,17.64,1,0,0,134,Philippines,Wet,5,2018,0.561,1.0,1,imnv,simulated
32.44,28.67,7.21,2.44,4.463,318.05,108.56,4189.08,14.2,1,1,0,143,China,Wet,11,2020,0.634,0.82,0,imnv,simulated
25.16,34.4,7.22,3.79,1.496,5.45,198.12,4537.33,24.5,0,0,0,153,Philippines,Wet,12,2022,0.42,0.82,1,imnv,simulated
28.63,4.34,7.21,8.51,0.923,462.62,73.55,3879.6,3.34,1,0,0,127,Malaysia,Wet,9,2023,0.201,0.81,1,imnv,simulated
20.97,27.93,7.03,9.32,4.666,308.29,74.71,4215.22,13.14,0,1,0,51,Indonesia,Dry,12,2018,0.434,0.48,1,imnv,simulated
21.37,20.7,7.48,6.71,1.225,152.72,80.62,3577.7,14.54,1,0,0,158,Philippines,Dry,12,2022,0.249,0.78,1,imnv,simulated
24.4,33.85,8.33,3.88,3.007,349.73,60.1,3302.82,1.22,1,1,0,145,China,Dry,10,2019,0.676,0.63,1,imnv,simulated
26.92,7.57,7.18,3.07,4.856,240.57,155.43,2758.42,17.85,1,0,0,63,Malaysia,Dry,9,2018,0.618,0.92,1,imnv,simulated
20.1,25.07,8.81,4.83,4.3,2.71,63.49,961.0,19.34,0,1,0,42,Philippines,Wet,2,2020,0.724,0.39,0,imnv,simulated
24.21,4.37,6.03,2.7,1.066,78.26,198.02,1220.81,27.86,1,0,1,54,Vietnam,Dry,5,2019,0.607,1.0,1,imnv,simulated
27.87,14.32,8.34,7.35,1.257,361.75,164.86,603.93,9.58,0,1,1,118,India,Wet,3,2021,0.368,0.89,1,imnv,simulated
30.05,18.82,8.79,4.56,2.539,148.98,91.27,3940.87,4.87,1,1,0,66,Malaysia,Dry,7,2022,0.678,0.94,1,imnv,simulated
31.9,29.95,7.39,9.84,1.522,261.13,85.21,628.11,27.58,0,1,0,56,China,Wet,6,2020,0.193,0.53,0,imnv,simulated
21.22,20.4,8.0,8.0,3.56,83.49,128.35,1423.58,25.3,1,1,1,75,China,Wet,2,2019,0.483,0.83,1,imnv,simulated
28.16,33.45,7.03,9.85,4.115,277.82,24.75,685.08,19.68,1,1,1,120,India,Dry,2,2019,0.417,0.53,1,imnv,simulated
21.66,31.33,8.21,4.3,4.442,461.62,113.39,2053.83,20.61,0,0,0,66,Vietnam,Dry,8,2018,0.642,0.49,1,imnv,simulated
29.59,28.42,8.95,5.26,3.144,42.9,193.71,970.47,2.56,1,0,1,126,Vietnam,Wet,4,2021,0.733,1.0,1,imnv,simulated
33.89,33.48,8.87,4.97,1.173,76.84,22.46,2179.83,14.19,1,1,0,69,Philippines,Wet,5,2023,0.526,0.54,1,imnv,simulated
28.03,26.28,7.55,7.72,1.024,398.26,35.31,4348.9,20.39,1,0,0,69,Indonesia,Dry,11,2022,0.198,0.73,1,imnv,simulated
32.75,24.05,6.36,6.09,3.766,421.51,170.54,4585.42,16.04,0,0,0,138,Philippines,Wet,5,2018,0.654,0.84,1,imnv,simulated
27.35,21.53,7.91,7.93,4.984,321.38,49.69,3906.31,23.64,0,0,1,106,Thailand,Dry,12,2019,0.471,0.58,1,imnv,simulated
23.59,27.84,8.33,7.23,0.345,18.64,17.52,3869.85,26.26,0,1,1,139,India,Dry,12,2018,0.269,0.22,0,imnv,simulated
29.55,34.21,7.8,2.26,3.615,306.64,13.91,4157.22,24.18,0,1,0,37,China,Wet,3,2022,0.641,0.47,0,imnv,simulated
34.78,21.59,8.74,7.96,1.17,107.04,60.32,4671.25,6.03,0,1,0,91,Philippines,Dry,5,2019,0.405,0.39,1,imnv,simulated
20.86,17.77,8.51,7.89,2.49,381.6,109.85,4756.2,2.53,0,0,0,169,Thailand,Dry,2,2020,0.515,0.64,1,imnv,simulated
28.15,30.81,8.65,7.4,2.061,279.62,143.6,517.12,2.68,0,0,1,33,India,Dry,10,2018,0.507,0.74,0,imnv,simulated
22.55,13.38,8.45,8.56,2.815,424.5,80.88,2359.19,24.36,1,1,1,121,Thailand,Dry,8,2022,0.519,0.79,1,imnv,simulated
27.03,12.56,6.36,9.63,3.206,302.76,187.17,3340.62,15.48,1,1,1,50,India,Dry,1,2021,0.536,0.99,1,imnv,simulated
22.48,29.61,7.36,5.13,1.751,126.22,176.34,3693.58,23.9,1,1,1,96,China,Wet,3,2019,0.38,0.68,0,imnv,simulated
31.98,13.16,6.09,9.19,1.418,155.2,131.87,3113.92,5.16,1,1,1,45,Malaysia,Wet,3,2022,0.42,0.99,1,imnv,simulated
31.44,10.56,7.94,4.72,1.53,429.47,75.81,4530.54,20.5,0,1,0,90,Vietnam,Wet,7,2022,0.419,0.68,1,imnv,simulated
34.1,10.19,7.71,3.93,3.986,354.34,20.78,4494.28,2.32,1,0,0,129,Indonesia,Dry,10,2018,0.571,0.72,1,imnv,simulated
22.16,21.59,7.7,6.21,3.248,158.31,103.33,1916.71,4.33,1,1,0,144,Thailand,Wet,6,2020,0.493,0.78,1,imnv,simulated
23.91,22.85,8.2,2.02,0.392,9.17,75.35,3168.86,24.88,1,0,0,60,Malaysia,Dry,5,2021,0.426,0.81,1,imnv,simulated
33.42,12.98,7.96,9.63,1.939,337.61,19.07,3789.89,1.91,0,1,1,100,Indonesia,Wet,7,2018,0.304,0.48,1,imnv,simulated
30.29,27.74,7.24,6.95,2.0,256.33,57.17,3119.08,17.26,0,1,1,166,Philippines,Dry,1,2022,0.367,0.48,0,imnv,simulated
21.47,10.99,8.33,7.68,1.26,449.91,110.81,4922.41,3.58,0,0,1,176,Thailand,Wet,11,2019,0.356,0.79,1,imnv,simulated
28.58,3.82,6.04,8.77,3.188,37.26,91.99,729.76,18.46,0,0,0,74,China,Dry,4,2018,0.618,0.69,1,imnv,simulated
34.06,18.97,7.28,3.53,4.173,450.82,148.03,3421.56,9.39,0,0,0,69,Indonesia,Dry,11,2018,0.586,0.77,0,imnv,simulated
24.21,17.53,8.91,6.22,2.909,260.67,187.08,1151.34,28.5,0,0,1,102,Vietnam,Wet,1,2022,0.684,0.99,1,imnv,simulated
29.73,34.53,8.01,9.01,3.019,384.46,137.54,4017.08,9.93,0,1,0,171,Malaysia,Wet,4,2018,0.451,0.69,1,imnv,simulated
32.15,31.84,8.42,6.38,3.212,443.36,125.33,279.93,20.94,1,0,1,84,Vietnam,Wet,8,2018,0.607,0.94,1,imnv,simulated
30.46,14.42,6.42,6.37,4.096,204.87,142.36,3061.91,9.92,0,1,1,149,Vietnam,Wet,3,2021,0.634,0.89,1,imnv,simulated
30.76,27.06,6.86,4.8,1.992,464.79,13.52,803.5,19.0,0,1,0,128,India,Wet,1,2018,0.501,0.59,1,imnv,simulated
24.91,34.93,8.34,9.07,4.051,357.83,50.65,4005.18,7.2,0,0,0,38,Vietnam,Dry,4,2018,0.504,0.44,0,imnv,simulated
31.66,9.22,8.77,8.43,3.141,265.84,143.64,4889.32,5.1,0,1,0,137,Indonesia,Wet,2,2018,0.597,0.59,1,imnv,simulated
33.65,20.47,7.25,5.44,4.634,174.39,114.73,1331.3,9.64,1,0,0,45,India,Dry,5,2018,0.527,0.88,1,imnv,simulated
26.73,4.85,7.3,5.91,2.077,6.98,106.29,1635.82,0.2,1,1,0,120,India,Wet,11,2023,0.4,0.83,1,imnv,simulated
29.74,19.85,6.8,2.84,2.722,427.95,66.64,359.97,24.81,0,0,0,135,China,Dry,3,2020,0.658,0.68,1,imnv,simulated
33.14,13.12,6.48,8.11,3.739,451.23,169.34,4785.47,13.79,1,1,1,104,Indonesia,Wet,6,2019,0.566,0.99,1,imnv,simulated
24.19,26.77,7.1,3.89,4.185,377.38,119.31,1183.65,6.42,0,1,1,178,Indonesia,Wet,11,2021,0.604,0.92,1,imnv,simulated
26.79,19.25,7.16,8.2,1.999,140.95,76.32,4782.77,17.78,0,0,0,122,India,Wet,3,2022,0.339,0.88,1,imnv,simulated
22.15,31.9,7.79,3.78,2.72,280.84,28.56,4788.45,13.71,0,0,1,172,China,Wet,12,2018,0.558,0.42,0,imnv,simulated
30.32,2.53,7.52,7.5,1.29,203.37,142.78,1325.66,8.14,0,1,1,53,China,Wet,10,2021,0.23,0.68,0,imnv,simulated
32.86,21.9,6.09,6.36,4.843,39.62,70.21,3945.46,18.07,0,1,0,40,China,Wet,5,2023,0.69,0.74,1,imnv,simulated
30.56,12.01,7.05,8.32,1.341,31.07,139.13,2924.08,5.66,1,0,0,148,India,Dry,6,2021,0.28,0.98,1,imnv,simulated
25.53,34.02,7.37,7.56,0.001,264.55,175.17,856.42,9.07,0,0,1,66,Vietnam,Wet,10,2023,0.103,0.66,0,imnv,simulated
24.59,22.78,7.88,3.67,1.332,418.29,55.9,2009.34,6.01,1,1,1,109,Malaysia,Wet,12,2023,0.422,0.87,1,imnv,simulated
24.62,5.27,7.51,9.89,4.13,456.45,14.22,4285.05,13.81,1,1,1,116,India,Wet,9,2022,0.339,0.63,1,imnv,simulated
21.83,30.37,7.47,7.75,0.787,454.32,60.48,969.19,12.16,0,0,0,146,Thailand,Wet,11,2023,0.167,0.16,0,imnv,simulated
33.12,15.93,6.31,5.01,2.633,412.64,199.06,3876.12,27.47,1,0,1,64,Malaysia,Dry,2,2022,0.657,0.99,1,imnv,simulated
26.88,17.19,8.8,8.3,0.092,428.71,52.34,3328.61,20.63,0,1,1,105,Indonesia,Dry,12,2021,0.284,0.42,0,imnv,simulated
22.35,30.13,8.12,5.28,2.878,26.11,74.41,4608.73,7.37,1,1,0,108,Indonesia,Wet,10,2018,0.58,0.69,1,imnv,simulated
24.4,25.28,8.98,3.09,4.252,187.56,132.78,1308.17,15.29,1,1,1,79,Indonesia,Dry,3,2020,0.81,1.0,1,imnv,simulated
28.31,14.81,8.55,4.38,2.519,133.6,55.3,4103.81,0.85,1,0,1,135,Thailand,Wet,4,2023,0.642,0.94,1,imnv,simulated
22.89,0.28,7.95,3.32,3.538,429.22,36.18,1931.69,20.75,1,1,1,96,China,Wet,1,2019,0.631,0.52,0,imnv,simulated
25.02,17.49,6.12,8.28,3.447,155.19,90.0,1680.72,8.15,1,0,1,136,Philippines,Wet,10,2021,0.621,1.0,1,imnv,simulated
30.77,8.97,7.16,9.38,2.042,84.67,53.31,3959.63,23.8,1,0,0,114,Thailand,Dry,7,2018,0.304,0.58,0,imnv,simulated
26.84,19.75,7.35,3.3,0.844,386.88,182.29,555.78,7.46,0,1,0,49,Vietnam,Wet,1,2019,0.342,0.75,1,imnv,simulated
27.78,14.61,6.04,4.07,3.431,232.71,34.15,838.05,13.67,1,1,0,126,Vietnam,Wet,3,2022,0.774,0.79,0,imnv,simulated
27.23,28.29,8.36,5.02,1.536,400.08,14.01,3200.83,12.9,1,1,1,56,Indonesia,Wet,9,2019,0.48,0.69,1,imnv,simulated
30.01,19.31,8.57,9.28,3.118,176.35,94.9,3558.08,0.19,0,0,1,170,Philippines,Wet,4,2022,0.536,0.99,1,imnv,simulated
24.98,6.98,6.49,3.12,4.521,321.55,144.94,4837.9,14.92,1,0,0,131,Indonesia,Wet,9,2018,0.731,1.0,1,imnv,simulated
31.8,11.97,8.22,2.1,2.919,37.36,51.77,4816.26,24.6,1,1,0,72,Philippines,Wet,12,2020,0.708,0.78,1,imnv,simulated
26.15,34.41,6.02,9.19,3.586,104.07,161.1,1722.34,7.93,0,0,1,174,Thailand,Wet,10,2018,0.607,0.84,1,imnv,simulated
30.8,29.39,8.49,8.8,1.977,179.03,37.48,908.66,23.78,0,0,0,53,Philippines,Wet,12,2022,0.425,0.54,0,imnv,simulated
30.67,3.04,8.62,9.96,4.658,312.82,177.63,4597.71,18.92,0,0,1,176,India,Dry,12,2023,0.521,0.74,1,imnv,simulated
32.65,0.9,8.21,5.52,0.402,438.05,168.27,3484.08,3.92,1,0,0,87,Vietnam,Wet,7,2020,0.312,0.77,1,imnv,simulated
21.87,25.1,8.02,9.05,2.219,34.21,63.75,143.41,2.35,0,0,0,170,Thailand,Wet,8,2021,0.365,0.49,0,imnv,simulated
33.11,3.91,7.46,2.21,3.7,238.36,135.33,4308.07,27.51,1,0,0,166,Indonesia,Wet,3,2018,0.6,0.92,1,imnv,simulated
31.15,1.24,8.45,4.8,3.812,498.67,96.4,2736.11,24.25,0,1,1,123,Indonesia,Wet,4,2020,0.665,0.64,0,imnv,simulated
32.27,34.6,6.35,9.51,2.486,287.54,46.89,2945.11,15.95,1,1,1,112,Malaysia,Dry,9,2020,0.484,0.49,1,imnv,simulated
22.86,21.65,8.33,8.25,0.931,487.99,114.49,838.2,2.74,0,0,0,126,Malaysia,Dry,9,2022,0.3,0.52,1,imnv,simulated
27.62,14.09,6.59,4.47,3.428,20.17,19.67,2605.53,6.37,1,0,1,124,Malaysia,Dry,5,2021,0.669,0.84,1,imnv,simulated
31.44,16.18,8.65,9.6,4.945,436.93,157.33,2874.12,16.13,0,0,0,40,India,Dry,1,2023,0.538,0.74,1,imnv,simulated
22.25,26.6,6.68,6.57,0.823,402.22,91.38,4463.75,15.53,1,0,1,163,India,Dry,3,2019,0.342,0.77,1,imnv,simulated
21.04,0.34,8.41,3.24,3.433,295.95,85.48,3038.86,26.61,1,0,1,97,Philippines,Dry,6,2019,0.71,0.83,1,imnv,simulated
22.73,19.04,6.92,8.14,4.769,433.82,196.59,429.04,24.84,0,1,1,180,Malaysia,Wet,6,2023,0.492,0.69,1,imnv,simulated
20.15,9.36,7.14,8.92,4.385,198.89,73.27,2662.97,7.55,1,1,0,161,India,Dry,5,2018,0.429,0.53,1,imnv,simulated
33.75,12.66,8.55,2.39,3.223,76.5,67.26,3033.07,3.2,0,1,1,40,Vietnam,Wet,5,2019,0.762,0.63,0,imnv,simulated
23.32,3.4,6.43,4.31,2.204,74.94,23.67,4476.54,27.38,0,1,1,110,Indonesia,Wet,10,2019,0.613,0.29,1,imnv,simulated
26.18,9.45,6.23,6.57,3.673,477.35,71.19,2137.21,15.06,1,1,0,73,China,Dry,5,2022,0.659,0.79,0,imnv,simulated
20.49,30.63,7.78,9.4,0.955,215.66,189.12,4394.62,12.37,0,1,1,113,China,Wet,7,2020,0.173,0.36,1,imnv,simulated
27.2,30.43,6.63,8.11,4.83,494.94,110.13,2997.97,3.26,1,0,1,96,Malaysia,Wet,11,2021,0.541,1.0,1,imnv,simulated
26.21,26.18,8.03,3.74,3.293,365.52,131.13,2369.42,0.5,1,0,0,30,Vietnam,Wet,6,2021,0.63,1.0,1,imnv,simulated
34.7,14.71,6.22,2.12,0.415,136.0,20.77,1760.37,13.88,1,0,0,51,Malaysia,Wet,5,2022,0.522,0.76,1,imnv,simulated
23.49,30.85,6.61,3.66,0.037,55.86,164.13,4178.91,24.04,1,1,1,102,Philippines,Dry,2,2021,0.364,0.61,1,imnv,simulated
20.97,32.8,8.73,8.03,4.225,369.55,174.21,2484.18,15.89,1,1,0,83,Thailand,Dry,4,2019,0.604,0.59,0,imnv,simulated
26.94,33.7,6.33,6.88,2.293,182.42,110.88,4990.17,18.63,1,0,1,152,Vietnam,Dry,9,2022,0.554,0.94,1,imnv,simulated
20.15,5.0,8.68,3.1,4.36,266.48,156.1,4614.51,10.15,0,1,1,54,Vietnam,Wet,10,2021,0.76,0.63,1,imnv,simulated
21.6,21.82,8.43,7.46,1.612,366.74,101.21,924.87,6.33,0,0,0,57,Indonesia,Dry,4,2020,0.419,0.64,1,imnv,simulated
27.1,31.84,7.89,2.24,3.857,53.65,105.25,3426.25,24.4,0,1,1,30,India,Wet,11,2021,0.657,0.77,1,imnv,simulated
30.87,24.29,8.82,8.18,1.29,432.51,105.72,4389.29,15.3,1,1,0,42,Thailand,Dry,3,2022,0.424,0.94,1,imnv,simulated
32.84,13.54,8.28,7.34,4.921,263.29,181.95,3745.91,15.3,1,1,1,122,India,Wet,3,2022,0.552,0.99,1,imnv,simulated
33.62,0.67,8.77,8.62,3.816,444.62,159.12,1640.66,18.36,1,0,0,152,Malaysia,Wet,9,2021,0.591,0.89,1,imnv,simulated
32.45,30.13,8.26,8.86,3.156,228.17,128.61,2943.44,16.67,1,0,1,65,Thailand,Dry,1,2023,0.498,0.84,1,imnv,simulated
22.09,19.32,7.29,2.76,0.021,134.69,20.09,2233.49,14.04,1,0,1,148,Malaysia,Dry,10,2023,0.279,0.55,1,imnv,simulated
27.17,10.26,6.61,4.58,3.962,216.37,40.42,3299.68,22.86,0,0,0,143,Malaysia,Wet,7,2023,0.662,0.69,1,imnv,simulated
21.28,9.34,6.05,9.2,3.56,383.56,197.31,3208.16,21.88,0,0,0,150,Thailand,Wet,6,2022,0.602,0.59,1,imnv,simulated
32.15,15.62,8.28,3.44,1.826,407.16,134.73,2692.46,7.26,0,1,1,169,India,Dry,6,2020,0.552,0.78,1,imnv,simulated
34.58,28.47,8.76,7.54,2.191,401.79,150.07,4645.12,29.22,1,1,1,162,Thailand,Wet,9,2023,0.535,0.84,1,imnv,simulated
25.11,29.39,8.88,6.21,0.357,0.1,91.26,955.81,14.86,0,1,0,95,India,Dry,2,2021,0.396,0.47,1,imnv,simulated
24.81,23.06,7.85,6.93,3.313,397.44,42.79,1249.75,24.16,0,1,0,142,Indonesia,Wet,8,2023,0.494,0.53,1,imnv,simulated
22.09,26.66,7.15,9.45,2.09,422.78,141.2,4773.33,12.18,1,0,1,152,Malaysia,Wet,8,2018,0.309,0.93,1,imnv,simulated
26.47,5.18,6.68,2.4,2.445,239.27,186.59,136.72,14.12,0,1,1,167,Indonesia,Dry,12,2022,0.662,0.73,0,imnv,simulated
24.08,10.6,7.02,4.98,2.138,229.98,50.98,116.88,19.74,1,1,0,64,Philippines,Wet,3,2020,0.485,0.73,0,imnv,simulated
27.7,25.08,7.03,3.9,2.664,407.66,24.54,2811.62,13.99,1,1,1,114,India,Dry,7,2021,0.578,0.77,0,imnv,simulated
28.87,21.66,7.62,7.45,1.674,451.72,115.01,398.2,6.11,0,1,0,138,Philippines,Dry,3,2023,0.291,0.68,1,imnv,simulated
20.62,19.49,7.06,3.84,4.071,293.21,104.65,2866.53,25.15,0,1,1,180,Malaysia,Wet,7,2022,0.612,0.72,1,imnv,simulated
23.47,28.17,7.74,5.58,3.225,235.27,119.46,1000.86,1.28,1,0,1,142,Indonesia,Dry,8,2023,0.521,0.68,0,imnv,simulated
20.54,3.57,6.34,3.77,0.411,392.35,22.98,4726.42,6.16,1,1,0,165,India,Wet,2,2021,0.447,0.41,1,imnv,simulated
24.51,3.91,7.51,4.56,3.417,235.34,51.39,4172.62,15.75,0,0,0,86,India,Wet,3,2019,0.516,0.48,1,imnv,simulated
20.08,21.03,6.7,8.6,0.052,108.13,51.13,1776.5,27.97,0,1,0,98,Thailand,Wet,5,2019,0.186,0.27,0,imnv,simulated
21.67,19.25,8.3,5.4,0.741,329.01,182.16,3541.53,8.65,1,0,0,125,Philippines,Dry,1,2022,0.369,0.72,1,imnv,simulated
25.29,6.93,6.97,2.75,1.476,18.51,82.18,4516.71,29.03,0,1,0,144,Thailand,Dry,8,2021,0.494,0.68,0,imnv,simulated
21.88,12.93,8.83,3.78,1.569,273.23,92.09,1342.1,23.22,1,1,1,151,Malaysia,Wet,4,2022,0.603,0.98,1,imnv,simulated
26.72,6.21,8.92,2.32,0.179,37.76,52.73,3338.39,16.42,1,0,1,133,Vietnam,Dry,11,2023,0.513,0.66,1,imnv,simulated
23.07,5.37,7.12,6.63,3.962,371.77,75.51,1499.33,12.1,1,0,0,38,India,Wet,10,2022,0.509,0.73,1,imnv,simulated
20.07,0.49,6.39,2.01,4.078,168.31,54.39,4697.34,9.24,0,1,0,62,Malaysia,Dry,5,2022,0.785,0.23,0,imnv,simulated
22.65,7.9,8.43,5.21,2.134,249.99,129.09,2145.9,26.47,0,0,0,65,Philippines,Wet,2,2021,0.552,0.59,0,imnv,simulated
33.15,14.69,8.18,3.22,0.587,415.65,181.65,361.28,24.91,0,1,0,77,Philippines,Wet,8,2022,0.405,0.71,0,imnv,simulated
34.06,9.15,8.33,4.19,0.433,445.41,127.02,3530.47,6.06,1,0,0,169,Philippines,Dry,1,2019,0.38,0.67,0,imnv,simulated
23.45,25.75,7.8,9.24,3.767,77.79,164.87,1089.26,22.65,0,0,1,107,Philippines,Dry,7,2018,0.409,0.63,0,imnv,simulated
24.84,20.57,6.53,2.84,3.842,57.65,89.87,4111.88,29.95,1,0,0,156,Philippines,Wet,9,2019,0.734,1.0,1,imnv,simulated
27.41,3.04,7.23,7.52,2.358,139.06,72.04,3598.01,13.58,1,0,1,97,Malaysia,Dry,1,2018,0.39,0.88,1,imnv,simulated
24.74,24.54,8.68,9.5,4.701,371.35,96.87,3519.22,14.01,1,0,1,63,Indonesia,Dry,2,2018,0.547,1.0,1,imnv,simulated
34.73,32.44,7.47,2.25,0.925,185.81,150.91,822.8,1.27,0,0,1,144,India,Dry,8,2021,0.366,0.55,0,imnv,simulated
32.76,31.58,7.63,2.61,1.635,177.29,154.16,4207.9,27.58,0,1,0,101,India,Wet,5,2021,0.45,0.62,1,imnv,simulated
26.73,2.51,8.72,9.36,1.863,235.44,123.35,511.11,20.4,0,1,1,78,Philippines,Dry,6,2019,0.432,0.64,1,imnv,simulated
34.08,14.96,6.57,2.85,2.354,399.85,197.59,1661.83,29.98,0,1,0,114,India,Wet,4,2019,0.655,0.83,1,imnv,simulated
32.9,4.94,8.58,3.11,2.049,477.65,140.76,792.32,19.78,1,0,1,60,Thailand,Wet,1,2019,0.637,1.0,1,imnv,simulated
28.03,28.48,7.21,5.26,1.374,158.46,28.51,4263.92,1.08,1,1,0,159,Indonesia,Dry,2,2020,0.359,0.48,1,imnv,simulated
24.69,16.24,8.16,8.36,2.983,428.89,143.34,4494.13,4.12,0,1,1,117,Philippines,Dry,4,2022,0.496,0.79,1,imnv,simulated
27.4,12.28,8.66,8.68,4.402,314.3,103.19,192.63,5.9,1,1,0,32,Malaysia,Dry,9,2023,0.571,0.94,1,imnv,simulated
28.76,23.93,7.49,3.41,4.969,422.35,188.58,1081.71,10.49,0,1,0,177,Malaysia,Wet,11,2022,0.555,0.87,1,imnv,simulated
32.38,29.08,7.07,2.17,4.922,492.63,178.03,928.34,6.39,0,0,0,176,Thailand,Dry,12,2018,0.666,0.62,1,imnv,simulated
28.29,7.13,7.91,2.39,4.112,167.78,133.48,3588.64,3.49,0,1,0,110,Malaysia,Dry,5,2022,0.655,0.62,0,imnv,simulated
