water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ems_ahpnd_outbreak,disease_type,data_source
34.4,9.0,7.45,7.08,3.756,356.22,28.54,3343.15,1.85,0,0,1,93,Malaysia,Wet,3,2022,0.439,0.93,1,ems_ahpnd,simulated
31.89,22.48,7.34,7.69,3.929,376.47,132.43,1023.11,28.0,1,0,0,113,Vietnam,Dry,3,2022,0.437,1.0,1,ems_ahpnd,simulated
21.92,30.98,7.48,5.61,0.907,228.09,78.8,3404.82,1.44,0,1,0,53,Thailand,Wet,5,2022,0.25,0.12,0,ems_ahpnd,simulated
20.52,24.88,6.57,3.84,4.136,355.75,111.5,2755.9,15.16,1,0,0,103,India,Wet,11,2023,0.694,1.0,1,ems_ahpnd,simulated
28.82,19.62,7.11,6.02,2.97,223.54,100.21,4414.25,17.29,0,0,1,91,Vietnam,Dry,6,2019,0.528,1.0,1,ems_ahpnd,simulated
21.22,14.69,8.0,7.16,2.96,144.91,151.76,2281.02,13.57,0,1,0,136,Malaysia,Dry,10,2019,0.507,0.63,1,ems_ahpnd,simulated
30.78,27.31,6.98,8.28,0.675,486.18,31.81,2845.35,22.45,0,0,1,43,Thailand,Wet,4,2021,0.219,0.7,1,ems_ahpnd,simulated
28.56,4.82,8.02,6.04,3.91,189.54,167.82,1531.09,28.8,1,1,0,152,Philippines,Dry,1,2019,0.552,1.0,1,ems_ahpnd,simulated
30.77,4.32,8.37,2.78,1.278,252.3,87.48,2139.46,1.73,0,1,0,112,India,Wet,6,2022,0.528,0.83,1,ems_ahpnd,simulated
33.01,26.85,8.28,6.52,1.988,49.08,142.48,3386.39,24.14,0,0,1,120,Philippines,Wet,5,2019,0.467,1.0,1,ems_ahpnd,simulated
22.62,30.02,8.7,4.34,4.88,346.13,192.13,2175.34,21.11,0,1,0,41,Indonesia,Dry,2,2021,0.722,0.56,0,ems_ahpnd,simulated
22.33,11.62,6.54,3.74,4.55,102.84,189.17,1704.98,28.34,1,1,1,153,India,Wet,5,2019,0.702,1.0,1,ems_ahpnd,simulated
31.81,4.55,8.4,8.15,2.66,241.05,19.14,3361.52,0.27,1,0,1,30,India,Wet,11,2018,0.507,1.0,1,ems_ahpnd,simulated
29.42,30.36,6.09,8.31,0.427,330.18,119.52,272.63,25.27,1,1,1,157,China,Wet,3,2021,0.339,1.0,1,ems_ahpnd,simulated
33.47,26.25,7.38,8.01,0.851,384.02,79.97,2173.66,19.69,0,0,0,69,Indonesia,Dry,10,2021,0.181,0.47,1,ems_ahpnd,simulated
22.17,12.68,7.6,7.82,4.447,244.81,70.83,151.55,29.09,0,0,1,75,Philippines,Dry,10,2023,0.423,0.48,1,ems_ahpnd,simulated
26.92,13.51,8.84,5.32,3.392,469.81,44.85,1956.5,7.81,0,1,0,57,China,Wet,8,2019,0.713,0.51,1,ems_ahpnd,simulated
30.47,8.95,7.74,8.1,2.915,31.82,124.98,1750.78,26.66,1,0,0,45,Malaysia,Wet,7,2019,0.427,1.0,1,ems_ahpnd,simulated
33.88,27.74,6.16,7.43,1.944,28.24,106.98,4363.62,28.95,0,1,0,53,Vietnam,Wet,12,2019,0.525,1.0,1,ems_ahpnd,simulated
31.23,34.78,7.89,6.83,1.824,80.05,185.16,4445.51,22.96,1,1,1,147,India,Dry,6,2020,0.373,1.0,1,ems_ahpnd,simulated
28.89,25.0,6.11,2.71,0.911,293.91,124.98,3084.02,18.04,0,1,1,170,Vietnam,Wet,1,2018,0.576,1.0,1,ems_ahpnd,simulated
28.61,7.59,8.09,2.84,4.903,195.55,118.67,2407.73,7.85,0,0,0,93,India,Wet,6,2018,0.67,1.0,1,ems_ahpnd,simulated
21.25,4.74,7.82,2.54,1.33,350.19,132.77,409.31,17.71,1,0,1,141,Malaysia,Wet,9,2020,0.45,1.0,1,ems_ahpnd,simulated
22.33,24.25,7.08,3.04,2.734,278.19,136.95,4361.17,26.95,0,0,0,67,Philippines,Dry,4,2022,0.606,0.7,0,ems_ahpnd,simulated
25.35,5.03,8.56,6.22,2.489,187.28,179.82,1818.67,27.16,1,1,1,70,India,Wet,8,2023,0.579,1.0,1,ems_ahpnd,simulated
24.15,12.6,6.1,7.48,4.484,122.69,154.06,4624.18,3.69,1,0,0,168,India,Wet,12,2021,0.651,1.0,1,ems_ahpnd,simulated
34.03,12.27,6.08,7.42,2.715,325.26,70.81,151.63,0.05,1,1,1,96,Indonesia,Wet,2,2021,0.624,1.0,1,ems_ahpnd,simulated
26.7,28.4,8.19,9.64,1.885,415.04,159.3,1548.82,22.88,0,0,0,106,China,Wet,5,2021,0.336,0.76,1,ems_ahpnd,simulated
26.13,8.01,8.86,6.62,4.303,78.11,174.41,3492.73,27.6,0,0,0,118,Thailand,Dry,8,2019,0.673,0.81,1,ems_ahpnd,simulated
28.24,22.36,6.73,9.9,0.251,481.82,31.91,1519.98,9.58,0,1,1,63,China,Wet,10,2018,0.16,0.6,1,ems_ahpnd,simulated
33.64,19.73,6.49,2.61,1.777,293.75,95.67,4884.88,12.29,0,1,0,172,Thailand,Wet,8,2020,0.612,0.98,1,ems_ahpnd,simulated
23.48,15.25,6.61,5.53,2.644,175.04,95.58,1567.25,22.43,1,1,1,59,Vietnam,Dry,10,2023,0.591,0.71,1,ems_ahpnd,simulated
34.39,9.24,8.38,6.81,1.952,459.41,56.2,2865.99,5.43,1,1,1,152,India,Wet,8,2019,0.47,1.0,1,ems_ahpnd,simulated
21.19,7.78,6.82,5.64,1.846,451.23,23.81,4300.28,18.63,1,1,1,156,Philippines,Dry,12,2019,0.464,0.71,1,ems_ahpnd,simulated
28.92,22.37,6.09,2.48,2.946,159.84,76.63,655.22,6.9,1,1,1,38,Indonesia,Dry,4,2022,0.813,1.0,1,ems_ahpnd,simulated
33.88,10.17,6.38,7.26,4.349,51.57,35.6,3089.33,7.41,0,1,1,90,Vietnam,Wet,12,2019,0.611,0.91,1,ems_ahpnd,simulated
34.17,10.98,8.72,6.68,2.709,285.16,199.53,866.51,5.58,0,1,0,164,India,Wet,6,2023,0.615,1.0,1,ems_ahpnd,simulated
27.56,30.08,6.44,7.61,2.38,95.17,171.87,2182.12,1.42,1,1,0,178,Malaysia,Dry,7,2021,0.521,0.81,1,ems_ahpnd,simulated
28.54,23.01,8.99,6.03,1.63,167.49,12.12,4409.28,1.66,1,1,1,41,India,Dry,7,2022,0.562,0.91,1,ems_ahpnd,simulated
29.15,34.06,8.97,8.19,0.136,40.84,186.53,3099.55,21.32,0,1,1,67,India,Dry,5,2020,0.32,0.8,1,ems_ahpnd,simulated
20.24,21.74,8.01,7.9,2.127,60.53,97.17,1665.49,17.52,1,0,1,110,Philippines,Dry,10,2023,0.391,0.66,0,ems_ahpnd,simulated
32.71,16.11,6.1,6.05,2.504,3.57,72.57,1645.57,6.01,0,1,0,130,Indonesia,Wet,7,2019,0.643,0.86,1,ems_ahpnd,simulated
33.06,33.09,6.1,5.63,3.491,12.02,25.59,1030.42,1.36,1,1,0,46,China,Dry,2,2022,0.712,0.86,1,ems_ahpnd,simulated
28.21,19.35,8.34,8.62,0.916,432.53,108.93,1734.64,13.49,0,0,1,176,Vietnam,Wet,4,2018,0.288,1.0,1,ems_ahpnd,simulated
27.19,0.09,8.66,7.51,2.832,414.44,110.54,2700.4,1.0,1,0,1,162,Thailand,Wet,3,2021,0.591,1.0,1,ems_ahpnd,simulated
25.92,11.76,7.24,9.47,2.374,185.7,187.47,2864.2,13.47,0,1,1,55,China,Dry,12,2020,0.325,0.68,0,ems_ahpnd,simulated
30.04,15.47,8.7,3.05,4.886,146.83,43.98,3473.38,24.09,0,0,1,113,Philippines,Wet,4,2019,0.765,1.0,1,ems_ahpnd,simulated
27.56,26.46,8.35,7.03,0.232,10.64,64.74,659.29,23.79,0,1,0,149,Malaysia,Wet,4,2022,0.266,0.2,1,ems_ahpnd,simulated
25.68,18.3,6.36,8.13,4.111,43.0,130.69,3185.46,29.08,0,0,1,34,Malaysia,Wet,11,2021,0.586,0.96,1,ems_ahpnd,simulated
20.68,1.45,8.49,4.69,1.504,474.48,115.21,775.12,18.79,0,1,0,128,Indonesia,Wet,4,2022,0.509,0.66,1,ems_ahpnd,simulated
29.74,25.87,8.56,7.2,2.531,20.36,138.77,3963.7,11.81,0,1,1,154,Vietnam,Dry,6,2020,0.551,0.96,1,ems_ahpnd,simulated
27.65,26.03,7.45,6.19,1.105,174.74,158.65,3886.68,26.14,0,1,1,134,India,Dry,10,2023,0.258,0.53,1,ems_ahpnd,simulated
20.61,1.22,7.07,6.73,4.741,274.39,61.91,4867.18,27.07,1,1,0,110,Thailand,Wet,11,2018,0.514,0.53,0,ems_ahpnd,simulated
21.64,15.31,7.69,6.02,2.239,36.76,166.68,4766.8,15.03,0,1,1,166,Philippines,Dry,1,2019,0.413,0.68,1,ems_ahpnd,simulated
29.4,10.29,7.81,7.43,2.748,182.42,29.22,1336.67,7.83,1,1,0,124,India,Dry,3,2018,0.443,0.93,1,ems_ahpnd,simulated
23.29,3.78,7.32,6.75,2.262,86.11,174.72,3954.5,28.32,1,1,1,155,Indonesia,Wet,9,2018,0.39,0.88,1,ems_ahpnd,simulated
28.46,17.7,8.35,2.96,4.519,326.01,27.01,1750.57,14.88,1,0,1,74,India,Dry,5,2020,0.71,1.0,1,ems_ahpnd,simulated
33.45,11.65,8.54,4.1,0.524,92.68,59.63,4845.87,20.47,0,1,1,124,Indonesia,Dry,11,2023,0.428,0.65,0,ems_ahpnd,simulated
31.97,4.01,6.66,7.84,2.315,22.27,123.04,2477.02,12.86,0,0,0,143,Vietnam,Wet,12,2020,0.469,1.0,1,ems_ahpnd,simulated
33.48,28.59,8.01,2.02,4.008,140.66,138.42,1623.87,7.85,1,0,0,141,Malaysia,Dry,6,2019,0.684,1.0,1,ems_ahpnd,simulated
22.32,12.36,7.16,6.46,0.717,472.33,146.78,4172.5,6.23,1,0,1,118,Thailand,Dry,11,2022,0.254,0.87,1,ems_ahpnd,simulated
33.95,30.48,7.89,8.18,4.331,169.63,79.88,4522.82,15.1,0,1,0,33,India,Dry,2,2021,0.459,0.53,1,ems_ahpnd,simulated
22.82,10.74,8.08,3.47,3.092,244.36,187.9,3693.19,7.45,1,1,0,145,Vietnam,Dry,7,2019,0.648,1.0,1,ems_ahpnd,simulated
26.71,25.24,7.32,5.48,3.072,455.76,160.76,4313.6,17.42,1,1,1,147,China,Wet,11,2022,0.514,0.88,1,ems_ahpnd,simulated
28.63,9.4,7.83,8.3,1.006,244.49,131.07,2525.03,29.65,1,1,1,31,Malaysia,Wet,7,2019,0.223,1.0,1,ems_ahpnd,simulated
33.46,22.62,6.63,3.49,0.957,198.42,181.37,3585.08,6.19,0,1,1,33,Indonesia,Dry,1,2020,0.468,0.92,1,ems_ahpnd,simulated
28.32,18.69,6.57,2.81,1.594,486.4,188.87,3667.63,15.36,0,1,1,101,Philippines,Dry,4,2019,0.572,1.0,1,ems_ahpnd,simulated
28.07,30.41,8.61,3.78,2.643,346.56,183.75,3257.81,10.96,0,0,0,120,Indonesia,Dry,8,2022,0.686,1.0,1,ems_ahpnd,simulated
21.41,16.96,6.78,2.69,1.588,401.73,14.08,1950.14,12.79,1,0,0,127,Indonesia,Dry,7,2020,0.54,0.88,1,ems_ahpnd,simulated
22.12,31.95,7.96,8.48,1.555,475.95,114.92,3065.11,4.34,1,0,0,139,Malaysia,Dry,6,2019,0.3,0.83,1,ems_ahpnd,simulated
26.24,2.28,7.59,2.27,1.615,240.03,126.57,2951.48,27.7,0,1,0,164,Thailand,Dry,10,2022,0.452,0.6,1,ems_ahpnd,simulated
25.31,30.35,7.27,5.17,4.664,24.81,111.35,2151.86,2.79,1,0,0,104,Thailand,Wet,8,2019,0.533,0.93,0,ems_ahpnd,simulated
20.81,24.01,7.36,9.39,3.772,289.28,47.05,149.06,26.81,0,0,0,117,China,Wet,7,2019,0.377,0.38,0,ems_ahpnd,simulated
27.24,22.14,8.95,9.49,2.462,256.83,72.01,3301.06,18.71,0,0,0,73,India,Dry,2,2022,0.532,0.36,0,ems_ahpnd,simulated
34.09,5.34,8.35,3.66,0.676,226.76,139.01,4823.95,9.84,0,0,1,93,Philippines,Wet,6,2021,0.428,1.0,1,ems_ahpnd,simulated
29.61,17.71,7.21,4.49,3.001,227.26,19.9,2430.2,18.88,0,1,1,85,India,Wet,9,2022,0.565,0.83,1,ems_ahpnd,simulated
32.63,12.58,7.92,4.92,0.085,415.79,73.87,1295.64,14.79,0,0,1,148,Thailand,Dry,4,2023,0.249,0.67,1,ems_ahpnd,simulated
31.84,3.32,8.64,8.35,3.829,495.69,144.26,111.59,5.79,0,0,1,137,Philippines,Wet,1,2020,0.578,1.0,1,ems_ahpnd,simulated
21.25,14.2,6.27,6.94,0.999,460.64,49.67,1009.4,25.48,1,0,0,128,Thailand,Dry,7,2018,0.418,0.6,0,ems_ahpnd,simulated
21.96,13.52,8.51,3.81,0.585,47.25,19.97,2793.7,4.68,0,0,0,151,Thailand,Wet,10,2018,0.44,0.57,0,ems_ahpnd,simulated
24.43,16.28,8.22,2.37,3.812,301.86,131.0,1873.7,16.62,0,0,1,135,China,Wet,11,2019,0.708,1.0,1,ems_ahpnd,simulated
32.04,34.92,7.09,4.95,2.359,216.1,78.69,1392.29,7.19,0,0,0,164,China,Wet,2,2021,0.499,0.73,1,ems_ahpnd,simulated
26.21,25.99,6.07,4.36,0.838,96.63,177.89,2257.47,8.63,1,0,1,150,Thailand,Wet,4,2020,0.519,0.9,1,ems_ahpnd,simulated
30.7,30.23,7.87,6.95,4.18,347.05,138.76,1804.59,11.81,0,1,1,163,Philippines,Dry,12,2021,0.497,0.88,1,ems_ahpnd,simulated
23.74,16.71,6.32,8.93,0.567,33.35,40.87,1389.16,4.72,1,1,1,136,India,Dry,11,2018,0.295,0.55,0,ems_ahpnd,simulated
26.66,32.31,7.41,8.73,3.57,46.2,179.36,102.68,12.3,1,1,1,43,Philippines,Wet,12,2021,0.391,0.88,1,ems_ahpnd,simulated
22.88,0.26,6.37,9.84,0.454,246.46,177.76,537.74,0.87,0,0,0,59,Thailand,Dry,4,2021,0.244,0.5,0,ems_ahpnd,simulated
32.86,23.26,7.57,8.63,0.439,81.17,188.13,4827.57,14.1,1,1,1,96,Thailand,Dry,10,2018,0.106,0.97,1,ems_ahpnd,simulated
31.62,22.75,8.21,4.54,4.279,390.57,147.33,3577.08,26.19,0,1,0,61,India,Wet,5,2019,0.634,1.0,1,ems_ahpnd,simulated
22.59,33.61,8.12,8.74,4.181,126.74,199.73,1653.81,8.75,1,1,0,100,China,Dry,4,2019,0.479,0.81,0,ems_ahpnd,simulated
20.94,14.89,8.98,4.35,3.712,398.3,90.32,2604.95,12.01,0,1,0,116,Philippines,Dry,5,2019,0.768,0.41,0,ems_ahpnd,simulated
26.34,11.15,6.19,8.03,1.433,128.56,45.78,4634.62,2.96,1,1,1,32,India,Dry,11,2020,0.443,0.71,0,ems_ahpnd,simulated
21.55,24.19,6.64,9.84,4.642,52.11,52.52,3404.06,19.22,0,0,0,157,Philippines,Dry,8,2023,0.482,0.36,0,ems_ahpnd,simulated
28.65,23.96,6.96,7.98,0.268,278.71,155.53,1214.37,0.41,0,1,1,102,India,Wet,4,2021,0.187,0.9,1,ems_ahpnd,simulated
30.53,12.99,7.96,7.22,3.044,124.3,154.22,2441.3,2.81,1,1,0,122,China,Dry,11,2018,0.503,1.0,1,ems_ahpnd,simulated
30.54,27.9,6.96,4.03,0.02,281.75,100.02,504.77,22.43,1,1,1,98,Malaysia,Dry,10,2023,0.291,1.0,1,ems_ahpnd,simulated
28.47,11.46,8.36,9.5,0.163,175.05,185.12,850.49,2.02,1,1,0,129,India,Dry,4,2021,0.178,1.0,1,ems_ahpnd,simulated
29.1,22.23,6.52,2.62,4.7,47.42,123.4,4322.99,1.06,1,0,1,161,Malaysia,Dry,9,2022,0.743,1.0,1,ems_ahpnd,simulated
31.18,1.89,7.51,3.61,3.811,75.05,136.87,676.97,28.1,1,0,0,71,Vietnam,Dry,3,2018,0.548,1.0,1,ems_ahpnd,simulated
27.29,4.8,6.01,7.52,4.166,259.55,75.37,3807.68,12.87,1,0,1,59,Indonesia,Dry,5,2019,0.664,0.66,0,ems_ahpnd,simulated
27.45,24.79,6.57,3.61,3.253,116.26,103.11,1346.46,27.25,0,1,0,33,Philippines,Wet,1,2019,0.701,0.78,1,ems_ahpnd,simulated
23.58,16.84,6.34,7.2,2.277,308.81,127.12,803.02,1.51,1,0,1,87,China,Dry,6,2022,0.54,1.0,1,ems_ahpnd,simulated
32.73,23.94,7.48,6.86,4.839,303.44,85.12,3389.89,5.46,0,1,1,146,Vietnam,Dry,12,2022,0.441,0.58,0,ems_ahpnd,simulated
26.33,23.84,8.71,3.02,0.743,119.68,29.7,3332.55,19.1,0,0,0,57,Thailand,Wet,4,2020,0.517,0.42,1,ems_ahpnd,simulated
31.47,1.55,8.61,5.24,2.884,477.34,168.13,4081.28,21.34,0,0,0,65,China,Dry,4,2019,0.664,1.0,1,ems_ahpnd,simulated
33.6,19.52,8.36,6.19,1.609,351.94,163.01,390.25,23.04,1,0,0,93,India,Dry,6,2022,0.449,1.0,1,ems_ahpnd,simulated
26.59,18.17,7.44,3.36,1.126,493.72,90.61,4736.99,16.62,0,1,0,162,Thailand,Dry,2,2021,0.356,0.45,1,ems_ahpnd,simulated
29.37,2.61,7.35,6.35,1.35,299.28,116.23,3885.78,7.39,0,0,1,101,Malaysia,Wet,4,2023,0.297,1.0,1,ems_ahpnd,simulated
21.44,27.75,7.34,7.37,2.874,197.84,68.18,1894.6,9.26,1,1,0,33,Indonesia,Dry,6,2020,0.434,0.43,0,ems_ahpnd,simulated
27.62,4.56,6.61,4.11,3.618,333.57,158.02,234.42,16.66,0,0,1,44,China,Dry,9,2023,0.678,0.71,1,ems_ahpnd,simulated
27.22,34.14,8.29,9.69,2.577,368.16,51.64,443.74,11.13,1,0,1,90,Vietnam,Dry,1,2021,0.428,0.66,1,ems_ahpnd,simulated
26.24,31.21,6.18,9.12,3.491,106.58,182.03,543.99,17.19,0,1,0,56,Philippines,Wet,12,2020,0.583,0.66,1,ems_ahpnd,simulated
28.92,17.15,8.18,8.73,1.278,28.54,102.66,3151.57,29.18,0,0,1,176,Malaysia,Dry,7,2018,0.298,1.0,1,ems_ahpnd,simulated
28.08,4.8,6.15,2.12,4.925,185.53,34.62,2436.41,24.19,1,0,1,144,Malaysia,Wet,5,2019,0.821,1.0,1,ems_ahpnd,simulated
24.05,16.74,6.44,9.03,4.605,30.31,90.67,1709.53,4.03,0,1,0,128,China,Wet,11,2022,0.542,0.51,1,ems_ahpnd,simulated
20.36,15.76,6.48,9.18,3.641,310.7,100.57,4082.25,29.09,0,0,1,112,Thailand,Dry,10,2022,0.531,0.86,1,ems_ahpnd,simulated
31.84,29.74,7.62,8.41,4.67,131.53,71.15,1700.55,21.12,0,1,1,105,Vietnam,Dry,5,2020,0.406,0.58,1,ems_ahpnd,simulated
34.37,12.65,6.25,9.15,1.85,345.25,71.91,2473.29,29.61,0,0,0,59,Malaysia,Wet,8,2023,0.442,0.96,1,ems_ahpnd,simulated
29.02,20.89,6.73,9.4,0.12,112.04,58.92,3175.59,9.1,0,1,0,129,Malaysia,Wet,10,2018,0.162,0.55,1,ems_ahpnd,simulated
23.82,27.48,8.86,4.87,2.596,2.78,19.31,296.98,8.81,0,1,1,95,China,Wet,10,2020,0.686,0.41,0,ems_ahpnd,simulated
27.93,7.39,8.2,6.28,2.204,85.2,87.19,1482.06,26.86,0,1,1,138,Vietnam,Wet,7,2021,0.486,0.56,1,ems_ahpnd,simulated
34.49,18.56,8.09,6.82,3.692,44.59,106.36,936.13,26.77,1,1,0,125,Thailand,Dry,10,2020,0.538,1.0,1,ems_ahpnd,simulated
20.34,8.41,7.01,2.17,4.34,464.84,23.42,2536.57,2.13,1,1,1,153,China,Wet,2,2019,0.676,0.85,1,ems_ahpnd,simulated
30.36,31.24,8.33,3.25,1.238,291.97,86.38,383.76,10.87,1,0,1,160,Indonesia,Wet,7,2020,0.501,1.0,1,ems_ahpnd,simulated
24.24,26.64,7.93,6.86,3.796,125.65,68.58,4713.22,16.27,0,0,0,91,China,Wet,3,2023,0.51,0.38,1,ems_ahpnd,simulated
31.19,23.82,8.3,9.47,2.978,355.12,158.42,2342.04,21.51,0,1,1,165,Philippines,Wet,1,2018,0.482,1.0,1,ems_ahpnd,simulated
24.64,11.89,8.28,6.36,4.485,117.31,194.39,2942.19,19.33,1,1,0,152,China,Dry,7,2021,0.585,0.96,1,ems_ahpnd,simulated
30.1,16.71,8.41,8.83,2.35,102.89,110.91,1675.98,8.23,0,1,0,174,Thailand,Wet,7,2018,0.452,1.0,1,ems_ahpnd,simulated
28.07,15.62,7.32,8.45,2.163,347.1,86.05,381.12,18.32,0,0,1,71,India,Wet,6,2019,0.322,0.93,1,ems_ahpnd,simulated
29.73,7.37,7.34,8.92,2.481,464.17,12.94,3988.39,12.61,1,1,0,36,Malaysia,Wet,7,2023,0.338,1.0,1,ems_ahpnd,simulated
23.19,31.19,7.77,7.37,4.901,242.47,135.7,4293.03,23.55,1,1,0,99,Thailand,Wet,8,2021,0.466,0.83,0,ems_ahpnd,simulated
20.83,33.92,8.99,8.0,3.486,179.99,192.92,1354.63,8.47,1,1,1,63,Indonesia,Wet,4,2023,0.648,0.96,1,ems_ahpnd,simulated
34.25,9.35,8.24,4.15,1.683,168.41,137.13,2419.66,28.27,1,0,0,116,Malaysia,Wet,1,2019,0.505,1.0,1,ems_ahpnd,simulated
34.74,0.92,7.7,4.73,1.079,4.93,95.37,2405.06,22.01,0,0,1,129,Philippines,Wet,9,2023,0.329,0.78,0,ems_ahpnd,simulated
27.47,33.14,7.67,9.93,4.207,431.68,149.72,3261.06,12.79,1,0,0,134,India,Dry,3,2023,0.364,0.83,1,ems_ahpnd,simulated
26.53,30.63,6.79,3.38,4.522,300.03,166.53,4942.01,5.9,1,0,0,153,Philippines,Wet,7,2018,0.672,1.0,1,ems_ahpnd,simulated
27.17,30.47,7.4,6.2,0.698,245.49,89.81,1510.84,29.85,0,1,0,139,Philippines,Wet,11,2018,0.221,0.12,0,ems_ahpnd,simulated
22.6,21.26,7.03,2.79,3.032,174.34,126.48,2697.8,14.41,0,0,0,152,Malaysia,Dry,9,2018,0.652,0.7,1,ems_ahpnd,simulated
23.24,29.75,6.92,7.9,0.092,104.25,156.45,1568.29,5.34,1,0,1,102,Thailand,Dry,12,2018,0.177,0.8,1,ems_ahpnd,simulated
28.66,12.34,7.83,2.94,3.224,87.27,170.94,2160.6,7.89,0,0,0,168,Vietnam,Wet,2,2022,0.624,1.0,1,ems_ahpnd,simulated
33.72,20.65,6.29,2.66,0.725,404.86,167.02,2858.12,27.18,0,1,1,140,Malaysia,Wet,10,2023,0.527,1.0,1,ems_ahpnd,simulated
23.25,33.16,6.87,3.51,3.378,360.51,77.88,4322.71,22.38,1,0,1,128,Vietnam,Wet,8,2023,0.655,0.88,1,ems_ahpnd,simulated
29.42,22.05,6.97,7.88,0.049,490.57,44.07,2297.91,23.71,0,1,0,49,India,Dry,1,2020,0.164,0.45,0,ems_ahpnd,simulated
24.95,6.93,7.27,6.94,0.728,430.96,134.38,1595.64,23.22,0,1,0,131,Philippines,Wet,8,2023,0.221,0.57,0,ems_ahpnd,simulated
23.61,17.86,8.0,6.56,1.342,297.26,162.25,4289.65,29.03,1,0,1,152,Indonesia,Wet,7,2022,0.347,1.0,1,ems_ahpnd,simulated
21.25,10.31,7.33,7.64,4.285,82.7,81.66,3140.1,23.83,1,0,1,55,Malaysia,Wet,4,2021,0.44,0.83,1,ems_ahpnd,simulated
27.71,4.93,6.86,4.11,3.522,3.98,163.08,2877.22,4.04,1,0,0,146,Thailand,Dry,6,2021,0.636,0.91,1,ems_ahpnd,simulated
33.85,10.19,7.19,8.4,1.589,39.47,49.81,1124.23,1.89,0,0,0,112,Philippines,Wet,7,2020,0.282,0.88,1,ems_ahpnd,simulated
23.38,30.63,8.44,5.82,3.472,361.95,146.01,4936.79,20.79,1,0,0,145,Indonesia,Wet,8,2018,0.629,1.0,1,ems_ahpnd,simulated
20.1,33.03,8.12,7.6,4.988,487.68,50.49,1144.07,25.01,1,0,0,31,Thailand,Wet,3,2022,0.517,0.71,1,ems_ahpnd,simulated
21.15,27.96,7.65,8.82,4.597,79.65,147.94,4492.62,0.47,0,1,0,83,Philippines,Wet,5,2020,0.398,0.58,0,ems_ahpnd,simulated
28.9,32.43,6.16,9.32,1.565,42.5,190.52,1322.8,16.27,0,1,1,51,Thailand,Dry,5,2018,0.42,0.96,1,ems_ahpnd,simulated
21.24,11.05,6.73,2.56,0.563,471.86,126.14,4565.43,28.86,1,0,0,153,India,Dry,5,2023,0.439,1.0,1,ems_ahpnd,simulated
34.72,17.3,7.45,5.5,0.248,163.67,183.43,4229.13,9.97,0,1,1,119,Thailand,Wet,3,2019,0.186,0.97,1,ems_ahpnd,simulated
32.97,26.5,7.16,9.01,3.315,346.12,88.86,637.18,21.87,1,1,1,57,Malaysia,Dry,8,2021,0.423,0.83,1,ems_ahpnd,simulated
21.74,19.66,8.48,2.78,0.278,482.25,14.0,470.63,14.98,1,1,1,40,Philippines,Dry,8,2021,0.435,0.67,0,ems_ahpnd,simulated
25.72,33.51,8.66,4.1,3.671,45.7,66.81,4919.37,22.4,1,0,1,156,China,Dry,9,2022,0.723,0.66,1,ems_ahpnd,simulated
25.2,1.53,6.99,2.99,2.191,255.9,88.86,3877.45,5.3,1,1,0,105,Vietnam,Wet,7,2018,0.562,0.73,1,ems_ahpnd,simulated
29.98,4.07,6.45,9.25,0.028,487.93,135.3,485.12,19.6,0,1,0,97,Vietnam,Wet,10,2020,0.203,0.85,1,ems_ahpnd,simulated
30.08,7.9,8.24,8.29,1.957,368.6,139.8,1633.16,3.64,1,0,1,39,Thailand,Wet,1,2021,0.398,1.0,1,ems_ahpnd,simulated
32.48,16.0,8.27,2.89,3.713,440.29,11.03,2299.01,14.2,1,0,1,124,Indonesia,Wet,2,2021,0.699,1.0,1,ems_ahpnd,simulated
26.42,16.91,8.4,5.47,2.441,344.03,124.78,880.68,24.83,0,1,0,96,Vietnam,Dry,10,2023,0.572,0.71,0,ems_ahpnd,simulated
21.66,5.55,8.86,7.96,3.111,267.37,47.29,4773.31,13.92,1,0,0,73,Malaysia,Dry,10,2020,0.628,0.76,1,ems_ahpnd,simulated
24.01,10.03,7.4,9.03,1.955,367.26,111.35,4316.77,0.88,0,0,1,133,China,Dry,9,2018,0.266,0.78,1,ems_ahpnd,simulated
21.44,0.51,7.68,2.31,1.788,411.9,17.31,442.33,12.1,0,0,1,91,India,Dry,6,2019,0.485,0.45,0,ems_ahpnd,simulated
29.29,30.97,7.87,4.54,1.957,449.51,153.12,2234.41,12.4,1,1,1,79,India,Dry,6,2019,0.461,1.0,1,ems_ahpnd,simulated
32.93,17.97,6.56,3.15,0.303,74.09,71.98,1451.95,1.38,0,1,1,34,Philippines,Wet,8,2022,0.419,0.87,1,ems_ahpnd,simulated
32.34,31.71,8.59,5.98,0.485,420.07,183.81,3216.4,8.63,0,0,0,31,India,Wet,9,2020,0.37,0.95,1,ems_ahpnd,simulated
24.31,33.61,8.89,8.81,3.776,395.03,53.97,233.87,0.17,1,0,0,110,China,Wet,12,2018,0.605,0.71,1,ems_ahpnd,simulated
30.44,33.31,7.49,2.31,1.38,431.1,139.82,2404.52,18.71,0,1,1,149,Philippines,Dry,6,2023,0.411,1.0,1,ems_ahpnd,simulated
