water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source
21.17,12.14,6.96,7.09,4.815,410.83,137.3,3673.5,10.07,0,1,0,93,Malaysia,Dry,5,2020,0.52,0.68,0,wssv,simulated
30.81,1.69,7.31,5.36,0.832,207.01,177.54,1821.03,11.26,1,0,0,145,Thailand,Dry,1,2020,0.279,1.0,1,wssv,simulated
34.27,2.6,6.51,5.0,3.66,273.52,180.64,556.21,17.82,1,0,1,72,Philippines,Wet,1,2019,0.665,1.0,1,wssv,simulated
23.08,6.65,8.09,7.78,3.65,132.63,63.49,1263.99,1.49,1,0,0,122,Thailand,Wet,5,2018,0.506,0.88,1,wssv,simulated
29.38,16.81,6.29,3.66,3.191,488.53,99.98,665.99,23.55,1,1,1,53,Malaysia,Wet,6,2019,0.746,1.0,1,wssv,simulated
25.54,15.6,6.79,5.72,1.131,134.28,21.71,3785.95,20.02,0,1,1,180,Vietnam,Dry,9,2021,0.387,0.78,1,wssv,simulated
28.03,30.34,7.42,9.05,2.381,39.48,181.53,3600.1,15.06,0,0,1,74,Vietnam,Dry,3,2019,0.31,0.87,1,wssv,simulated
21.18,23.91,6.61,8.58,0.739,297.52,70.75,3662.8,24.22,0,1,1,171,Indonesia,Wet,8,2022,0.278,0.51,0,wssv,simulated
20.19,24.51,7.76,8.25,0.563,74.82,117.65,2955.12,28.94,0,0,0,103,China,Wet,5,2021,0.164,0.75,1,wssv,simulated
27.28,21.31,6.11,4.2,0.719,304.33,141.8,290.03,26.69,1,0,0,151,Indonesia,Wet,6,2018,0.505,1.0,1,wssv,simulated
24.55,9.81,7.47,7.57,0.491,434.45,35.53,4873.68,13.29,1,1,1,52,Vietnam,Wet,7,2019,0.141,0.65,0,wssv,simulated
31.39,30.35,8.46,6.12,0.795,155.56,106.29,764.68,25.54,0,0,0,81,China,Dry,1,2019,0.378,0.76,1,wssv,simulated
33.77,24.66,6.82,8.59,2.526,317.7,33.54,249.76,11.17,1,0,1,180,Philippines,Wet,3,2020,0.441,1.0,1,wssv,simulated
23.88,29.08,6.27,2.22,0.248,426.91,158.17,1150.16,6.64,0,0,1,134,Philippines,Dry,1,2023,0.492,0.6,1,wssv,simulated
21.98,6.06,8.4,3.79,3.042,471.5,145.42,3575.9,8.26,1,1,1,94,Vietnam,Wet,11,2020,0.69,1.0,1,wssv,simulated
29.35,20.46,6.02,10.0,4.832,419.69,116.68,3009.49,8.48,0,1,0,116,Indonesia,Wet,5,2020,0.58,1.0,1,wssv,simulated
34.28,22.8,6.57,6.14,1.202,28.39,172.89,4069.14,12.12,1,0,0,157,Indonesia,Wet,7,2021,0.417,1.0,1,wssv,simulated
20.53,24.78,7.72,3.52,3.633,111.18,111.58,3946.0,27.2,1,1,0,172,Vietnam,Wet,8,2018,0.586,1.0,1,wssv,simulated
23.88,28.29,8.29,3.46,3.399,167.82,26.97,1840.89,22.33,1,1,1,125,Indonesia,Wet,2,2021,0.683,0.92,1,wssv,simulated
33.0,20.43,8.83,2.57,4.447,250.24,174.82,1970.18,8.95,0,0,0,81,Indonesia,Wet,8,2022,0.803,1.0,1,wssv,simulated
32.94,6.31,6.24,4.66,4.933,156.71,21.02,2315.06,6.28,0,0,1,52,Vietnam,Wet,7,2023,0.721,0.68,1,wssv,simulated
34.48,13.42,6.11,3.6,1.866,7.04,71.22,4182.82,5.72,0,0,0,118,Indonesia,Dry,7,2018,0.652,0.77,1,wssv,simulated
24.59,2.29,6.14,9.59,2.28,260.14,109.58,2224.96,20.6,0,1,1,121,China,Dry,7,2019,0.494,0.53,1,wssv,simulated
23.36,34.47,6.63,2.18,2.523,61.58,145.11,3981.42,11.26,1,0,0,57,Malaysia,Dry,12,2018,0.686,1.0,1,wssv,simulated
26.66,4.33,6.76,7.61,1.027,342.87,11.77,2162.27,3.03,1,0,1,56,Philippines,Dry,2,2020,0.317,1.0,1,wssv,simulated
27.47,21.32,8.33,8.65,4.866,178.96,87.85,885.83,16.44,0,1,1,90,Thailand,Dry,2,2023,0.517,1.0,1,wssv,simulated
32.53,23.42,6.45,2.72,2.559,361.78,29.25,1353.87,6.93,1,1,1,42,Thailand,Dry,5,2018,0.702,1.0,1,wssv,simulated
30.15,14.91,6.35,8.81,4.451,4.84,36.29,3271.27,9.86,1,1,0,125,China,Wet,2,2019,0.565,1.0,1,wssv,simulated
34.43,9.51,7.16,8.81,3.999,324.42,161.41,653.98,20.89,0,0,0,136,Philippines,Wet,11,2022,0.43,0.82,1,wssv,simulated
29.17,27.27,7.83,8.9,4.4,363.64,179.43,2467.09,14.64,1,1,0,46,Indonesia,Wet,12,2018,0.425,1.0,1,wssv,simulated
27.87,26.03,8.17,3.79,4.779,436.57,108.63,3472.38,18.55,1,0,1,118,Malaysia,Wet,9,2019,0.652,1.0,1,wssv,simulated
29.19,0.41,8.8,6.04,2.346,247.92,41.43,3782.01,9.62,1,1,0,159,Vietnam,Wet,4,2021,0.609,1.0,1,wssv,simulated
26.66,20.06,6.26,5.99,1.58,490.34,151.6,187.07,12.1,0,0,0,107,Philippines,Dry,11,2023,0.516,1.0,1,wssv,simulated
25.11,28.89,8.45,8.75,1.66,383.71,123.99,3611.62,10.9,1,0,0,86,Thailand,Wet,11,2020,0.384,1.0,1,wssv,simulated
24.38,18.27,8.11,2.37,0.821,70.22,146.2,3635.64,3.21,0,0,0,130,Vietnam,Wet,12,2019,0.447,0.9,1,wssv,simulated
31.36,1.63,7.9,7.38,0.616,445.88,96.9,2987.65,15.13,1,0,0,171,India,Wet,3,2022,0.222,1.0,1,wssv,simulated
22.6,28.53,6.31,7.26,3.031,160.92,177.46,2151.46,18.27,0,1,1,117,Indonesia,Wet,3,2019,0.623,0.68,1,wssv,simulated
30.5,26.19,6.9,7.61,4.304,355.94,187.75,3199.66,6.03,1,1,0,75,Philippines,Wet,2,2023,0.513,1.0,1,wssv,simulated
28.43,20.4,8.83,7.68,3.371,446.93,111.44,4399.64,12.67,0,0,0,127,Vietnam,Dry,1,2023,0.632,1.0,1,wssv,simulated
31.25,5.63,6.86,4.0,4.197,345.3,66.08,3792.61,0.97,1,0,0,173,India,Dry,12,2022,0.64,1.0,1,wssv,simulated
29.97,32.43,7.16,9.65,4.879,156.33,114.9,163.53,7.54,1,0,1,180,Philippines,Dry,4,2023,0.402,1.0,1,wssv,simulated
22.66,23.89,6.56,3.39,2.569,188.6,91.42,2827.33,3.9,1,0,1,149,Malaysia,Dry,3,2018,0.662,1.0,1,wssv,simulated
28.95,27.08,7.88,8.75,1.506,394.95,114.53,457.12,21.23,0,0,0,159,Vietnam,Wet,9,2022,0.272,0.97,1,wssv,simulated
25.24,30.92,7.99,4.65,1.468,475.15,127.47,2426.8,16.84,0,0,1,144,Vietnam,Dry,11,2018,0.423,0.87,0,wssv,simulated
25.72,27.87,6.34,4.05,3.62,12.35,108.2,3875.42,15.43,1,1,0,105,Malaysia,Dry,9,2020,0.725,1.0,1,wssv,simulated
21.44,34.01,8.32,6.27,3.135,105.39,129.61,1144.56,20.56,0,0,1,48,Malaysia,Dry,8,2018,0.594,0.63,0,wssv,simulated
20.57,2.56,6.53,4.02,0.352,410.81,183.09,2097.4,13.53,1,1,1,34,India,Dry,1,2022,0.4,0.81,1,wssv,simulated
29.28,26.46,7.76,7.61,0.363,464.02,30.17,3955.77,9.04,0,1,1,127,India,Dry,3,2021,0.163,0.4,0,wssv,simulated
22.05,13.68,8.39,6.37,4.801,72.04,138.68,4579.43,23.85,1,0,0,61,Thailand,Dry,10,2022,0.603,1.0,1,wssv,simulated
28.21,2.98,6.63,7.93,3.63,105.87,182.07,4272.15,4.27,0,0,1,79,Thailand,Dry,10,2023,0.547,0.93,1,wssv,simulated
32.77,32.63,8.98,5.69,2.748,145.33,22.8,581.19,21.77,1,1,1,62,Malaysia,Dry,5,2018,0.696,0.83,1,wssv,simulated
33.5,11.12,7.35,6.93,1.528,292.08,117.45,1886.02,9.49,1,0,0,110,Vietnam,Dry,12,2023,0.297,1.0,1,wssv,simulated
24.15,12.58,8.04,4.65,2.4,222.68,157.21,2486.16,3.26,0,1,0,167,Vietnam,Wet,11,2023,0.535,0.83,1,wssv,simulated
21.13,0.65,7.52,2.25,2.909,202.57,122.11,4540.89,16.55,1,0,1,130,Vietnam,Wet,8,2019,0.585,1.0,1,wssv,simulated
21.36,12.74,6.03,3.91,4.82,490.93,139.99,3810.31,4.21,0,0,0,153,Indonesia,Dry,8,2019,0.781,0.87,1,wssv,simulated
23.97,8.19,8.01,6.14,3.957,194.05,184.4,4419.6,1.2,1,0,1,97,Philippines,Dry,11,2021,0.547,1.0,1,wssv,simulated
28.82,31.44,6.23,4.01,4.863,111.45,87.11,4104.46,10.35,1,0,0,142,Vietnam,Dry,9,2018,0.745,1.0,1,wssv,simulated
23.17,6.54,7.09,7.74,0.592,115.17,164.12,3629.25,14.45,1,1,0,71,Malaysia,Wet,4,2018,0.209,0.85,1,wssv,simulated
28.6,5.64,7.89,2.31,2.861,27.96,59.07,982.18,28.75,0,1,0,85,India,Wet,3,2021,0.639,0.71,1,wssv,simulated
26.16,4.99,7.75,8.14,3.116,255.4,41.87,3459.4,27.67,0,0,1,128,Vietnam,Dry,4,2018,0.437,0.62,1,wssv,simulated
33.64,23.95,8.48,6.84,0.887,450.8,123.96,4400.99,15.94,0,0,1,63,Philippines,Dry,11,2023,0.367,0.86,1,wssv,simulated
26.31,30.62,8.09,5.43,4.692,241.06,156.05,1817.54,24.14,0,1,0,95,India,Dry,5,2018,0.584,0.78,1,wssv,simulated
28.16,9.02,6.02,7.95,0.036,261.27,108.75,1937.65,6.16,1,1,1,57,Vietnam,Wet,10,2023,0.319,1.0,1,wssv,simulated
32.82,14.82,7.1,4.2,3.403,377.49,88.51,3940.56,14.47,1,1,1,108,Philippines,Wet,7,2023,0.593,1.0,1,wssv,simulated
32.82,23.07,8.24,5.57,3.497,80.9,50.75,2062.75,10.15,0,0,1,31,China,Dry,8,2019,0.604,0.73,0,wssv,simulated
26.53,2.24,6.67,2.64,0.189,192.16,197.05,3108.43,15.63,0,0,1,142,Thailand,Dry,9,2023,0.405,0.9,1,wssv,simulated
20.5,20.98,7.55,3.85,0.847,18.03,55.46,101.41,4.72,1,1,1,131,India,Dry,1,2022,0.307,0.79,1,wssv,simulated
21.03,3.16,6.85,8.64,4.575,174.05,193.02,1454.89,18.19,0,1,1,177,Thailand,Wet,7,2019,0.487,0.68,1,wssv,simulated
28.38,17.61,7.02,2.94,2.566,128.85,112.2,3987.61,7.5,1,1,1,92,China,Wet,11,2021,0.6,1.0,1,wssv,simulated
28.8,0.96,6.35,2.54,3.168,497.1,138.61,1226.66,9.47,1,0,1,93,Indonesia,Dry,11,2021,0.774,1.0,1,wssv,simulated
25.13,19.41,6.54,4.51,1.093,286.86,44.73,3756.17,27.91,0,1,0,90,Malaysia,Dry,4,2020,0.464,0.73,1,wssv,simulated
32.52,29.27,7.07,8.23,0.599,39.24,191.6,2514.06,0.2,0,1,1,110,India,Wet,3,2021,0.197,0.65,0,wssv,simulated
33.74,9.81,6.67,6.61,0.271,399.63,100.88,2749.76,15.07,1,0,1,60,Malaysia,Wet,12,2020,0.281,1.0,1,wssv,simulated
30.11,13.28,6.3,4.89,4.309,93.58,59.94,1420.1,28.76,1,1,0,157,India,Dry,12,2021,0.704,1.0,1,wssv,simulated
25.48,14.02,7.35,6.57,4.896,343.01,164.7,3632.0,24.12,1,1,0,67,China,Dry,1,2021,0.473,1.0,1,wssv,simulated
27.49,34.84,8.55,6.14,3.603,392.67,67.01,2854.48,17.04,1,0,0,45,Vietnam,Wet,11,2021,0.637,1.0,1,wssv,simulated
31.17,9.09,7.08,6.46,4.05,172.07,88.23,1820.34,20.39,0,0,1,120,Indonesia,Wet,8,2023,0.521,1.0,1,wssv,simulated
25.72,10.03,7.9,3.16,0.838,403.86,74.1,3193.24,17.15,0,0,0,117,Vietnam,Wet,11,2020,0.388,0.89,1,wssv,simulated
24.01,22.56,6.81,5.56,4.314,181.58,121.51,4831.08,12.42,0,0,0,90,Malaysia,Wet,12,2023,0.596,0.93,1,wssv,simulated
23.16,13.9,6.29,9.49,2.366,26.91,156.48,2667.52,29.88,0,1,0,51,Malaysia,Wet,4,2020,0.482,0.83,1,wssv,simulated
24.26,21.93,6.39,8.71,0.143,331.77,173.47,1693.49,14.28,1,1,0,168,Vietnam,Wet,12,2023,0.244,1.0,1,wssv,simulated
28.46,18.32,7.92,4.48,1.736,269.83,162.89,2265.12,10.97,1,0,1,32,Thailand,Dry,5,2020,0.447,1.0,1,wssv,simulated
20.12,32.27,8.84,5.82,0.046,215.22,65.66,1232.96,0.22,1,0,1,173,India,Wet,3,2019,0.368,0.81,1,wssv,simulated
29.69,28.99,6.66,2.63,3.127,258.31,161.99,3104.76,20.82,1,1,1,135,Vietnam,Dry,3,2019,0.719,1.0,1,wssv,simulated
29.55,21.62,6.82,6.98,0.939,9.7,19.43,2721.36,5.58,0,1,1,62,Malaysia,Wet,1,2023,0.318,0.81,1,wssv,simulated
22.26,17.28,7.03,4.49,3.997,498.98,98.1,3977.98,9.91,0,0,1,130,Thailand,Wet,4,2019,0.595,0.92,1,wssv,simulated
23.75,13.36,6.04,9.8,3.573,192.4,195.24,1311.09,29.84,0,1,0,163,Malaysia,Dry,7,2021,0.583,0.68,0,wssv,simulated
24.68,11.31,7.89,2.34,4.687,260.46,58.13,3228.75,5.96,0,0,0,90,Malaysia,Wet,1,2020,0.654,0.71,1,wssv,simulated
24.14,4.19,8.37,2.07,0.21,391.74,100.3,3021.44,11.14,0,0,0,157,Thailand,Wet,1,2023,0.433,0.7,1,wssv,simulated
29.67,24.55,8.37,3.01,1.163,490.84,159.83,3807.82,24.17,1,0,0,126,Indonesia,Dry,1,2020,0.507,1.0,1,wssv,simulated
26.56,10.32,8.09,3.52,0.933,173.83,149.16,1449.09,24.94,0,0,0,145,Indonesia,Wet,6,2022,0.418,1.0,1,wssv,simulated
31.64,17.71,8.2,9.06,3.099,182.04,127.84,1671.4,1.9,1,0,1,171,Vietnam,Wet,7,2020,0.481,1.0,1,wssv,simulated
21.66,18.31,6.2,8.68,0.649,436.75,48.4,2478.31,2.96,1,1,1,42,Indonesia,Dry,12,2022,0.333,0.76,1,wssv,simulated
33.95,7.31,7.47,9.12,0.4,400.51,21.53,2834.3,28.15,1,1,0,98,Philippines,Dry,2,2023,0.079,0.6,0,wssv,simulated
21.17,7.56,7.56,2.81,1.155,192.67,46.69,3318.69,17.1,0,1,0,177,Indonesia,Wet,11,2023,0.378,0.41,0,wssv,simulated
21.56,27.74,7.65,6.04,3.288,266.95,123.98,4674.25,27.07,1,1,1,140,China,Wet,4,2022,0.49,1.0,1,wssv,simulated
23.21,26.8,8.78,4.03,4.808,223.75,85.45,3658.94,29.49,0,0,1,31,Indonesia,Dry,6,2019,0.746,0.63,1,wssv,simulated
32.33,24.14,6.83,6.43,2.782,462.96,39.4,284.91,10.67,0,1,1,179,Vietnam,Dry,5,2020,0.54,0.63,1,wssv,simulated
26.0,32.13,8.2,7.79,3.965,86.45,166.88,3479.02,17.29,0,1,0,177,India,Dry,6,2018,0.524,0.78,1,wssv,simulated
32.26,14.58,8.6,8.96,1.134,326.39,124.44,156.03,23.32,1,0,1,164,Thailand,Wet,10,2022,0.344,1.0,1,wssv,simulated
27.54,7.73,6.15,7.85,1.964,222.81,123.08,2573.17,6.66,1,1,0,63,Indonesia,Dry,10,2021,0.515,1.0,1,wssv,simulated
28.22,9.19,7.2,5.48,3.489,381.02,101.38,1070.73,11.86,0,0,0,48,Indonesia,Wet,11,2020,0.534,0.97,1,wssv,simulated
21.34,23.51,7.27,4.79,1.604,296.94,14.6,1593.61,29.63,1,0,1,41,China,Dry,11,2019,0.39,0.92,1,wssv,simulated
31.37,29.85,6.34,2.44,4.745,463.36,175.06,4118.66,0.41,0,1,1,150,Thailand,Wet,12,2019,0.779,1.0,1,wssv,simulated
23.06,18.31,6.78,5.86,3.65,70.67,142.76,190.1,17.49,0,1,0,45,Indonesia,Dry,10,2023,0.591,0.68,1,wssv,simulated
26.97,33.08,6.2,7.28,3.315,456.43,78.44,628.67,8.77,1,0,1,160,Malaysia,Dry,8,2020,0.641,1.0,1,wssv,simulated
27.97,6.52,7.5,5.66,4.632,10.74,57.0,2694.14,10.01,1,0,0,118,Malaysia,Wet,11,2020,0.478,1.0,1,wssv,simulated
34.94,34.25,6.83,2.5,1.288,193.59,199.99,4952.77,28.32,1,0,0,117,India,Dry,12,2018,0.505,1.0,1,wssv,simulated
34.41,21.44,7.88,3.82,1.202,76.37,194.4,4557.7,9.88,0,0,0,178,Philippines,Dry,5,2019,0.403,0.96,1,wssv,simulated
33.48,31.83,7.29,9.27,3.85,328.12,117.32,874.43,2.03,0,0,1,67,Malaysia,Dry,7,2020,0.393,0.72,0,wssv,simulated
24.55,26.1,8.47,7.09,3.692,75.98,45.71,744.57,0.79,1,0,0,89,Malaysia,Dry,2,2020,0.592,0.73,1,wssv,simulated
27.15,17.58,7.81,7.7,1.87,426.06,103.37,773.81,5.8,0,1,0,99,India,Dry,11,2023,0.336,0.92,0,wssv,simulated
31.37,2.31,8.78,9.89,4.336,244.97,71.73,2341.97,7.4,1,0,1,110,India,Dry,2,2022,0.55,1.0,1,wssv,simulated
32.41,1.48,8.99,6.15,1.978,367.59,115.96,2629.02,18.92,0,0,1,142,India,Wet,8,2020,0.596,0.93,1,wssv,simulated
24.42,32.17,8.07,9.23,2.318,323.05,27.18,2553.22,5.39,0,1,1,112,India,Dry,8,2019,0.378,0.28,0,wssv,simulated
30.69,7.07,7.36,4.0,3.459,453.58,161.33,3620.04,3.71,0,1,1,51,Philippines,Wet,9,2023,0.557,0.92,1,wssv,simulated
22.4,19.26,6.13,3.37,1.676,435.65,173.91,894.41,4.34,0,1,1,109,Malaysia,Wet,11,2020,0.636,0.97,1,wssv,simulated
33.48,33.62,6.01,8.12,0.061,248.81,104.74,4056.53,18.24,1,0,0,180,Malaysia,Wet,7,2021,0.318,1.0,1,wssv,simulated
29.02,0.23,8.65,4.22,3.143,410.06,49.45,1005.72,1.65,1,0,0,38,Malaysia,Wet,2,2020,0.718,1.0,1,wssv,simulated
26.25,6.24,8.02,6.89,3.458,297.48,159.59,969.35,13.66,1,0,0,106,Indonesia,Wet,2,2021,0.524,1.0,1,wssv,simulated
32.65,2.27,7.41,2.98,4.297,164.6,88.61,1128.24,6.27,0,0,0,153,Malaysia,Wet,10,2021,0.582,0.91,1,wssv,simulated
23.89,20.13,7.87,9.42,3.071,248.2,148.55,2538.93,24.24,0,1,0,30,Thailand,Dry,11,2021,0.414,0.62,0,wssv,simulated
31.06,7.26,7.85,5.32,0.227,174.83,163.15,1140.46,19.22,1,1,0,108,Indonesia,Wet,2,2018,0.24,1.0,1,wssv,simulated
25.12,25.35,7.85,2.23,0.878,165.26,74.21,3395.12,27.48,0,0,1,69,Malaysia,Wet,6,2022,0.415,0.74,1,wssv,simulated
32.21,32.47,6.17,6.17,2.825,339.1,115.48,191.72,17.32,1,1,0,68,Indonesia,Dry,7,2020,0.663,1.0,1,wssv,simulated
32.64,19.98,7.17,6.76,4.323,375.77,144.0,1641.05,0.95,1,0,1,90,Indonesia,Wet,4,2020,0.496,1.0,1,wssv,simulated
22.63,13.1,6.11,3.62,0.463,253.0,161.81,4534.28,4.62,1,1,1,113,Vietnam,Dry,11,2022,0.496,1.0,1,wssv,simulated
23.08,1.28,7.16,8.92,0.579,155.49,18.37,4255.81,26.16,1,1,0,56,Philippines,Wet,10,2018,0.157,0.6,0,wssv,simulated
29.58,7.34,6.6,4.29,2.661,386.39,137.51,1436.01,4.72,0,0,0,82,Philippines,Wet,6,2022,0.636,1.0,1,wssv,simulated
34.15,28.14,7.72,3.37,1.557,446.12,112.71,348.56,0.87,0,0,1,43,Thailand,Wet,3,2021,0.431,0.96,1,wssv,simulated
33.37,22.03,8.07,5.57,1.778,166.17,47.65,3816.17,24.28,0,1,0,53,China,Wet,8,2018,0.44,0.73,1,wssv,simulated
29.67,26.83,7.41,9.58,0.719,447.85,59.03,1880.9,5.5,1,1,1,154,Thailand,Dry,2,2021,0.109,0.8,1,wssv,simulated
26.92,5.98,8.3,6.84,0.637,51.47,165.34,4004.11,9.78,0,1,1,132,Philippines,Wet,10,2019,0.309,0.86,1,wssv,simulated
22.39,16.88,6.2,3.67,3.47,215.57,196.24,2879.33,10.27,0,0,0,176,China,Wet,10,2018,0.761,1.0,1,wssv,simulated
24.88,3.42,7.34,4.46,2.029,299.13,140.25,3022.39,24.6,1,1,0,53,Vietnam,Dry,11,2022,0.437,0.82,1,wssv,simulated
31.36,23.13,7.36,4.33,3.078,223.58,49.08,4399.38,8.99,1,1,1,52,Philippines,Dry,9,2022,0.546,1.0,1,wssv,simulated
21.91,10.3,7.11,6.39,0.266,351.68,165.94,1860.3,25.84,0,0,1,130,Malaysia,Wet,7,2023,0.215,0.8,1,wssv,simulated
26.53,7.39,6.52,3.11,2.777,421.66,78.45,2144.45,8.65,0,0,0,48,Malaysia,Dry,12,2019,0.702,0.72,0,wssv,simulated
29.87,34.12,6.41,3.1,4.03,430.08,179.78,3507.41,27.91,0,1,1,171,China,Wet,6,2021,0.745,1.0,1,wssv,simulated
26.37,0.26,7.49,7.85,3.561,134.63,186.05,2924.13,1.0,0,1,1,58,Philippines,Wet,2,2023,0.407,0.92,1,wssv,simulated
30.97,34.43,8.95,8.23,2.325,39.12,179.08,533.39,14.17,0,1,0,117,Philippines,Dry,8,2021,0.559,0.78,1,wssv,simulated
27.04,25.68,7.26,9.68,3.991,144.6,16.71,4622.04,22.48,1,0,1,178,Vietnam,Dry,5,2023,0.384,1.0,1,wssv,simulated
29.36,10.04,6.25,6.04,4.257,138.92,35.18,1476.76,25.74,0,0,0,68,Malaysia,Wet,3,2020,0.674,0.98,1,wssv,simulated
30.51,16.97,8.4,8.9,1.714,42.2,37.56,4676.32,4.62,1,1,1,90,Malaysia,Wet,11,2023,0.377,1.0,1,wssv,simulated
28.67,29.46,6.16,4.12,4.098,26.26,98.16,2433.54,14.29,0,1,1,151,Indonesia,Dry,7,2022,0.753,0.83,1,wssv,simulated
33.91,15.71,8.04,9.69,3.414,20.51,184.37,3223.38,28.69,1,1,1,99,Indonesia,Dry,11,2020,0.434,1.0,1,wssv,simulated
26.92,23.64,6.73,7.38,3.852,259.98,138.77,4966.75,9.4,0,0,0,33,India,Dry,2,2022,0.549,1.0,1,wssv,simulated
25.27,25.38,6.76,2.27,3.097,28.44,122.89,4480.44,6.5,0,0,0,63,India,Dry,12,2018,0.714,0.97,1,wssv,simulated
24.42,23.12,6.23,5.63,4.976,384.68,141.52,3371.14,23.1,1,0,0,100,China,Dry,7,2021,0.691,1.0,1,wssv,simulated
20.9,33.45,6.79,5.52,2.459,464.29,125.96,974.37,14.76,0,1,0,57,India,Wet,1,2018,0.541,0.63,1,wssv,simulated
28.57,8.77,7.34,9.17,0.744,320.17,187.25,3356.57,7.99,1,1,0,161,Malaysia,Wet,7,2021,0.137,1.0,1,wssv,simulated
30.92,28.43,6.21,3.81,1.922,344.63,158.17,693.9,16.06,1,1,1,132,Thailand,Dry,9,2020,0.635,1.0,1,wssv,simulated
25.1,29.44,8.28,4.32,1.016,277.24,193.83,3337.6,8.97,1,0,1,154,Thailand,Wet,4,2023,0.432,1.0,1,wssv,simulated
22.9,25.19,7.78,5.91,0.315,270.28,68.47,2716.31,25.03,1,0,0,116,Thailand,Wet,1,2023,0.218,0.7,1,wssv,simulated
23.18,22.88,7.57,9.52,4.351,268.28,150.8,1241.63,2.16,0,1,0,150,Philippines,Dry,12,2019,0.361,0.62,0,wssv,simulated
20.22,22.14,8.71,8.57,0.486,305.61,168.72,413.39,24.52,0,1,0,46,China,Dry,6,2021,0.303,0.56,0,wssv,simulated
34.73,23.74,6.97,9.81,2.88,68.66,168.92,3986.2,22.93,0,1,0,60,Indonesia,Dry,3,2021,0.415,0.83,1,wssv,simulated
28.3,15.35,8.78,2.33,0.5,423.68,126.36,3910.54,0.47,1,0,0,31,Vietnam,Dry,11,2023,0.525,1.0,1,wssv,simulated
24.26,24.27,8.38,5.81,0.634,71.54,61.48,2307.05,7.18,0,0,0,157,Philippines,Dry,5,2023,0.357,0.41,1,wssv,simulated
20.07,8.25,6.35,6.24,0.478,180.95,154.61,2744.64,6.58,0,1,0,79,Thailand,Dry,8,2023,0.37,0.36,0,wssv,simulated
22.4,32.29,6.16,4.91,1.048,125.69,127.2,4461.39,13.59,0,0,0,70,China,Dry,9,2021,0.509,0.58,1,wssv,simulated
33.43,25.25,7.78,4.61,0.994,338.43,71.88,3916.98,9.78,0,0,1,81,India,Dry,8,2018,0.337,0.35,0,wssv,simulated
20.82,15.26,6.65,6.88,0.89,186.74,96.97,1051.36,10.76,1,0,1,62,Thailand,Dry,3,2020,0.345,1.0,1,wssv,simulated
26.98,14.64,8.28,3.76,1.476,78.39,160.97,4768.52,27.17,0,0,1,163,India,Dry,8,2022,0.502,1.0,1,wssv,simulated
24.19,25.55,8.21,3.97,1.636,289.73,179.45,2999.68,4.47,0,1,0,40,India,Dry,9,2021,0.501,0.57,1,wssv,simulated
32.15,24.38,6.29,5.96,0.415,376.54,141.7,2092.43,6.54,1,1,0,53,Thailand,Wet,5,2023,0.382,1.0,1,wssv,simulated
26.89,19.96,7.75,9.81,2.319,69.31,143.6,1006.23,26.15,1,0,0,128,Malaysia,Wet,1,2022,0.306,1.0,1,wssv,simulated
31.29,24.43,7.84,6.6,1.036,342.33,127.89,1744.9,27.97,1,0,0,128,Indonesia,Wet,1,2022,0.285,1.0,1,wssv,simulated
22.63,19.56,6.2,7.67,1.024,490.63,55.34,656.43,14.35,0,0,1,120,Indonesia,Wet,1,2020,0.408,0.73,1,wssv,simulated
25.18,17.02,7.58,2.98,3.549,339.15,111.24,1532.1,18.63,0,0,1,52,Thailand,Wet,5,2019,0.581,1.0,1,wssv,simulated
21.15,5.77,6.34,3.18,0.752,102.13,190.9,211.18,12.5,0,1,1,137,India,Dry,4,2020,0.504,0.5,1,wssv,simulated
33.08,8.13,8.84,7.16,2.058,171.4,132.75,1698.9,17.8,1,1,1,175,Vietnam,Wet,5,2019,0.547,1.0,1,wssv,simulated
25.58,10.09,8.54,3.19,1.422,478.11,127.54,887.87,16.06,0,0,0,71,Vietnam,Dry,6,2018,0.558,1.0,1,wssv,simulated
26.61,12.94,6.62,7.66,3.328,489.01,38.11,2297.3,29.26,1,0,0,133,India,Dry,6,2021,0.558,1.0,1,wssv,simulated
34.55,19.12,7.52,7.18,1.478,447.99,194.23,3795.39,29.82,0,1,1,58,Malaysia,Wet,3,2018,0.262,0.97,1,wssv,simulated
21.75,0.87,7.85,3.76,1.787,163.18,125.55,1056.23,15.79,1,0,0,51,Philippines,Wet,11,2023,0.465,1.0,1,wssv,simulated
34.64,13.8,7.47,6.83,2.558,28.02,136.69,2048.03,21.48,1,1,1,125,Thailand,Wet,6,2020,0.395,1.0,1,wssv,simulated
26.68,19.64,6.65,9.1,3.708,207.8,94.08,902.57,21.84,1,1,0,180,Philippines,Dry,4,2019,0.505,1.0,1,wssv,simulated
34.83,18.39,7.01,9.47,2.953,187.89,11.26,3230.15,8.2,0,1,0,81,Vietnam,Wet,9,2020,0.427,0.67,1,wssv,simulated
32.34,10.57,7.76,5.95,3.699,112.26,160.33,854.72,9.01,1,0,1,136,Vietnam,Wet,11,2023,0.512,1.0,1,wssv,simulated
21.79,9.7,8.98,2.53,3.728,290.53,117.46,4354.89,18.84,1,0,1,161,Malaysia,Dry,3,2020,0.829,1.0,1,wssv,simulated
