water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,yhv_outbreak,disease_type,data_source
31.73,29.94,6.5,6.49,0.229,380.89,187.33,2088.01,2.72,1,1,0,103,China,Dry,9,2023,0.309,1.0,1,yhv,simulated
25.65,16.96,8.13,8.16,4.966,489.42,196.1,4564.51,6.11,0,0,1,78,Malaysia,Wet,6,2020,0.5,1.0,1,yhv,simulated
29.94,9.41,7.02,6.56,1.677,328.07,70.91,2711.69,8.68,0,1,1,172,Vietnam,Dry,3,2023,0.381,0.44,0,yhv,simulated
28.74,31.85,8.84,4.11,1.998,205.18,114.54,4838.67,13.32,0,0,0,123,Philippines,Wet,5,2018,0.642,1.0,1,yhv,simulated
25.21,12.21,8.32,6.67,3.548,156.89,84.24,1802.73,5.7,0,0,0,119,Malaysia,Dry,6,2018,0.581,0.51,1,yhv,simulated
25.46,6.59,6.12,6.34,2.08,463.06,79.96,4278.52,8.27,0,0,1,127,Indonesia,Wet,6,2018,0.583,0.56,1,yhv,simulated
27.57,31.86,6.43,7.9,0.699,285.83,124.81,2527.78,1.81,0,1,0,155,China,Wet,11,2021,0.326,0.87,1,yhv,simulated
29.33,6.82,7.34,9.5,2.514,152.92,109.4,4794.8,5.21,1,0,0,159,Indonesia,Dry,6,2020,0.323,1.0,1,yhv,simulated
33.87,8.34,8.18,5.76,4.607,235.59,44.89,2708.58,11.97,0,0,0,59,China,Wet,12,2018,0.588,0.635,0,yhv,simulated
25.38,7.0,8.22,6.3,3.25,130.52,186.49,640.23,9.94,0,1,1,43,Vietnam,Wet,12,2020,0.577,0.81,1,yhv,simulated
32.25,3.18,7.52,4.11,0.55,450.63,79.61,3798.64,26.96,0,1,1,42,Vietnam,Dry,5,2023,0.261,0.3,1,yhv,simulated
32.14,12.28,6.71,9.73,2.326,290.9,81.34,1463.97,15.4,1,0,0,96,Thailand,Dry,12,2018,0.399,1.0,1,yhv,simulated
23.99,0.5,6.25,8.47,4.487,326.88,72.97,2540.5,28.54,0,1,0,136,Thailand,Wet,10,2020,0.593,0.41,1,yhv,simulated
27.71,5.11,6.46,5.77,1.83,133.47,29.31,255.08,17.32,1,1,0,63,India,Wet,7,2018,0.518,1.0,1,yhv,simulated
27.25,33.21,8.2,8.94,0.882,68.22,107.88,3199.02,15.88,1,1,0,128,Vietnam,Dry,4,2018,0.25,1.0,1,yhv,simulated
20.61,26.41,6.58,6.51,4.244,384.96,102.76,1173.08,9.87,0,1,1,154,Philippines,Wet,12,2019,0.603,0.81,1,yhv,simulated
23.95,5.26,6.2,3.66,2.435,33.14,148.22,4903.63,11.67,1,0,1,38,China,Wet,8,2018,0.699,1.0,1,yhv,simulated
32.24,16.33,8.14,2.86,4.909,414.39,110.93,2246.11,11.87,1,0,0,85,India,Wet,3,2023,0.678,1.0,1,yhv,simulated
20.6,16.37,6.32,9.08,1.88,328.29,12.34,3296.75,2.89,1,0,1,70,Vietnam,Dry,7,2018,0.436,0.91,1,yhv,simulated
27.03,29.25,7.5,5.88,2.507,265.79,117.25,4145.67,20.77,0,0,1,94,India,Wet,3,2020,0.416,1.0,1,yhv,simulated
26.88,9.94,8.6,9.74,0.509,155.85,159.57,3870.9,17.08,1,1,0,168,Malaysia,Dry,2,2020,0.249,1.0,1,yhv,simulated
21.76,32.71,8.93,2.91,0.132,496.63,62.66,2214.49,2.82,1,1,0,61,China,Dry,4,2020,0.489,0.525,1,yhv,simulated
30.89,5.01,7.77,3.08,2.067,60.13,114.24,1708.16,25.13,1,1,1,54,Vietnam,Wet,8,2018,0.505,1.0,1,yhv,simulated
34.69,23.72,7.65,4.11,4.971,329.01,122.37,973.36,19.44,0,1,0,177,Vietnam,Dry,12,2020,0.555,0.815,1,yhv,simulated
30.68,32.93,8.49,8.78,1.273,91.47,160.89,1613.22,12.55,1,0,0,158,Thailand,Dry,8,2021,0.347,1.0,1,yhv,simulated
29.45,33.88,6.11,3.03,0.076,297.73,149.36,970.38,29.67,0,1,1,76,China,Wet,3,2019,0.472,1.0,1,yhv,simulated
28.51,4.79,7.03,2.97,2.693,117.58,199.22,1105.88,3.03,0,0,0,173,Vietnam,Dry,12,2023,0.612,0.945,1,yhv,simulated
34.92,19.16,6.09,9.94,2.219,297.42,113.04,3435.92,11.45,0,0,1,59,India,Dry,6,2022,0.484,1.0,1,yhv,simulated
22.32,17.36,6.45,7.59,3.469,333.58,114.15,498.72,29.01,0,0,1,105,Philippines,Wet,11,2018,0.589,1.0,1,yhv,simulated
34.64,2.6,7.67,5.51,2.233,55.41,64.37,178.56,25.92,1,1,1,84,Indonesia,Dry,1,2018,0.426,0.665,1,yhv,simulated
20.24,20.89,7.53,6.04,1.539,266.86,133.92,1383.23,13.19,0,1,1,171,China,Wet,4,2019,0.308,0.94,1,yhv,simulated
26.49,18.29,6.69,2.6,3.335,354.19,80.84,4870.68,14.3,0,1,0,68,Malaysia,Dry,6,2018,0.715,0.765,1,yhv,simulated
30.8,7.51,8.26,8.72,1.522,212.3,84.3,3064.24,16.62,1,1,1,68,Philippines,Wet,2,2020,0.338,1.0,1,yhv,simulated
24.2,18.02,7.3,5.34,0.313,77.33,182.65,3895.88,3.4,0,1,1,64,Vietnam,Dry,6,2020,0.223,0.6,1,yhv,simulated
23.04,14.54,6.04,7.26,1.095,312.97,161.06,3057.49,21.17,1,1,0,102,Vietnam,Dry,3,2023,0.456,1.0,1,yhv,simulated
31.3,27.41,7.07,4.39,0.33,260.21,114.64,3956.04,8.67,0,0,0,138,China,Dry,1,2023,0.295,0.7,1,yhv,simulated
30.72,1.83,8.76,3.7,2.491,352.93,114.48,427.19,8.17,0,0,1,90,China,Dry,11,2022,0.697,1.0,1,yhv,simulated
26.39,20.21,7.79,3.01,2.474,161.6,78.33,4498.4,4.1,0,1,0,108,Vietnam,Wet,9,2020,0.556,0.895,1,yhv,simulated
29.86,10.28,7.83,6.6,1.088,184.36,133.12,800.01,20.96,0,1,1,54,Philippines,Dry,3,2019,0.289,0.79,1,yhv,simulated
33.65,29.73,6.87,9.44,2.433,15.29,164.36,4007.1,14.89,1,0,0,169,Indonesia,Wet,5,2020,0.394,1.0,1,yhv,simulated
22.97,15.94,6.17,9.34,3.766,384.99,118.26,3294.83,18.84,1,0,0,168,Vietnam,Dry,4,2021,0.577,1.0,1,yhv,simulated
22.82,9.2,8.24,4.93,4.484,424.33,22.92,1986.24,22.56,1,1,0,154,Thailand,Dry,7,2018,0.626,0.56,1,yhv,simulated
23.46,11.05,8.58,2.83,3.579,205.11,163.98,909.53,14.59,0,1,0,132,Philippines,Wet,8,2020,0.752,0.865,1,yhv,simulated
26.82,30.22,7.07,6.25,2.305,386.74,13.42,4031.57,19.11,0,1,0,118,Thailand,Wet,12,2020,0.453,0.59,1,yhv,simulated
26.08,19.09,6.2,7.01,0.934,70.72,138.81,2857.81,3.66,0,0,1,82,Thailand,Wet,8,2020,0.42,1.0,1,yhv,simulated
25.46,26.64,8.56,4.33,1.026,399.16,135.46,1362.59,26.93,1,0,1,164,Malaysia,Dry,3,2021,0.48,1.0,1,yhv,simulated
31.72,34.38,6.23,5.94,0.057,468.34,161.93,631.04,20.16,0,0,1,153,Philippines,Dry,11,2023,0.353,0.82,1,yhv,simulated
22.21,0.15,6.2,5.93,2.652,157.13,43.8,1087.16,7.22,0,0,1,117,Vietnam,Dry,3,2021,0.647,0.36,1,yhv,simulated
24.76,31.35,6.13,6.77,1.284,161.27,11.05,588.41,4.06,0,0,0,82,India,Dry,10,2022,0.479,0.31,1,yhv,simulated
21.57,0.68,6.77,2.17,4.625,26.88,58.33,4239.73,27.27,1,0,0,63,Vietnam,Dry,12,2021,0.716,0.765,1,yhv,simulated
29.08,15.5,8.99,8.3,0.287,376.81,18.96,1490.94,11.1,0,1,1,173,Vietnam,Wet,5,2023,0.337,0.77,1,yhv,simulated
21.34,11.21,7.93,3.86,1.558,59.68,53.79,689.8,19.39,0,0,1,179,Philippines,Dry,8,2019,0.449,0.395,0,yhv,simulated
25.58,12.04,8.12,6.86,3.975,380.87,72.81,3328.69,20.15,0,1,0,105,Thailand,Wet,3,2023,0.541,0.61,1,yhv,simulated
22.81,16.0,8.33,2.7,4.652,137.12,56.28,261.42,15.25,0,1,1,36,Vietnam,Wet,2,2022,0.715,0.765,1,yhv,simulated
27.77,24.9,6.65,4.19,1.703,135.79,153.47,1311.25,3.14,1,1,0,128,Malaysia,Wet,11,2018,0.525,1.0,1,yhv,simulated
22.65,9.11,6.7,6.47,2.575,165.24,79.12,942.42,12.03,1,0,1,169,Philippines,Dry,10,2023,0.537,0.71,1,yhv,simulated
21.72,28.56,7.56,2.19,0.554,430.74,21.23,3983.15,6.79,1,1,1,119,Malaysia,Wet,7,2018,0.332,0.705,1,yhv,simulated
25.61,4.9,7.66,7.01,1.411,129.6,43.8,4789.28,8.55,0,1,0,61,Thailand,Dry,10,2020,0.283,0.14,0,yhv,simulated
25.9,31.06,6.77,8.92,1.911,374.16,107.23,4319.78,20.8,0,0,1,102,Thailand,Wet,9,2021,0.37,0.91,1,yhv,simulated
29.41,20.46,7.5,8.89,3.046,251.25,168.24,3308.55,6.69,1,0,0,156,Indonesia,Dry,8,2023,0.37,1.0,1,yhv,simulated
22.46,32.08,7.74,8.69,2.508,48.7,118.62,665.85,13.18,1,0,1,91,Malaysia,Wet,10,2022,0.362,1.0,1,yhv,simulated
20.14,3.31,6.04,6.83,4.754,154.18,120.31,1037.71,26.35,1,1,0,91,Indonesia,Dry,4,2021,0.682,0.91,1,yhv,simulated
21.97,20.04,6.93,9.93,4.0,132.26,49.31,3000.62,8.17,1,0,1,169,Thailand,Dry,1,2022,0.431,0.91,0,yhv,simulated
32.51,12.05,7.13,5.33,0.425,301.46,151.38,2108.84,26.73,1,1,1,87,India,Wet,1,2018,0.265,1.0,1,yhv,simulated
27.2,4.32,7.34,2.63,0.493,91.52,60.67,1577.61,12.5,1,0,0,81,Malaysia,Wet,10,2018,0.327,1.0,1,yhv,simulated
26.81,27.65,7.39,5.77,2.601,140.43,30.95,850.37,7.49,1,1,0,47,Philippines,Dry,5,2019,0.448,0.74,0,yhv,simulated
24.6,7.76,7.35,9.37,0.204,345.28,143.67,1429.71,24.07,0,0,0,122,India,Wet,10,2019,0.069,0.65,0,yhv,simulated
21.46,20.55,6.3,3.77,3.085,468.07,125.83,353.88,14.66,1,1,1,158,Malaysia,Dry,10,2019,0.741,1.0,1,yhv,simulated
29.61,12.25,8.73,3.0,1.097,329.61,142.93,2922.86,20.01,1,0,1,67,India,Wet,10,2020,0.56,1.0,1,yhv,simulated
24.18,29.11,6.97,5.3,0.4,169.17,161.69,4930.77,26.3,1,0,1,161,India,Wet,7,2023,0.289,1.0,1,yhv,simulated
20.5,25.56,7.3,7.48,1.924,48.47,130.29,4066.2,1.75,0,0,1,84,Malaysia,Dry,5,2021,0.331,0.64,1,yhv,simulated
27.52,17.69,8.21,6.59,4.489,376.05,106.5,244.05,6.46,0,1,1,137,Indonesia,Wet,2,2018,0.565,1.0,1,yhv,simulated
34.61,18.09,6.63,3.75,4.705,441.4,87.53,3763.12,1.76,1,0,0,152,India,Wet,1,2022,0.687,1.0,1,yhv,simulated
32.25,25.18,7.61,6.21,1.007,87.93,190.38,265.44,6.41,0,1,1,53,Vietnam,Dry,12,2022,0.257,0.79,1,yhv,simulated
21.32,27.64,7.8,3.78,4.353,16.77,30.73,3201.52,0.57,1,1,0,110,Malaysia,Wet,2,2018,0.591,0.795,1,yhv,simulated
26.71,34.19,6.63,9.38,2.911,475.95,23.7,2663.09,24.33,0,1,0,59,India,Wet,10,2019,0.489,0.66,1,yhv,simulated
30.87,13.59,7.75,2.74,4.753,46.39,70.43,1954.24,3.84,1,1,0,170,Malaysia,Wet,1,2022,0.617,1.0,1,yhv,simulated
27.54,9.18,7.64,8.99,1.264,253.28,122.4,3874.41,2.05,1,0,0,149,Indonesia,Wet,1,2020,0.197,1.0,1,yhv,simulated
20.67,19.59,6.32,4.96,1.566,317.95,57.68,332.1,5.92,1,1,1,146,India,Wet,4,2021,0.539,1.0,1,yhv,simulated
33.18,5.19,7.48,4.26,3.868,394.71,133.83,2391.92,11.74,0,1,0,46,Indonesia,Dry,2,2018,0.528,0.615,1,yhv,simulated
22.02,8.54,6.7,5.77,1.069,317.23,85.62,1541.45,29.82,0,1,1,50,Indonesia,Dry,12,2023,0.393,0.26,1,yhv,simulated
26.37,6.78,8.17,5.97,4.305,274.79,177.12,2899.99,20.18,0,0,0,159,Malaysia,Wet,4,2018,0.579,1.0,1,yhv,simulated
33.46,14.86,6.48,7.28,0.449,313.63,197.87,156.32,26.12,1,1,1,148,China,Wet,8,2023,0.311,1.0,1,yhv,simulated
25.8,22.73,7.15,7.17,0.226,40.19,173.77,4105.39,18.57,1,1,0,177,Thailand,Dry,11,2020,0.178,0.9,1,yhv,simulated
30.58,16.78,7.94,7.22,1.043,274.1,95.89,3761.21,22.93,0,0,1,147,Vietnam,Wet,8,2020,0.282,1.0,1,yhv,simulated
29.48,17.27,6.51,2.06,3.658,463.49,19.88,4146.8,1.61,1,1,1,126,Malaysia,Dry,10,2021,0.763,1.0,1,yhv,simulated
28.15,6.19,7.08,3.66,2.891,198.56,25.93,3910.68,24.18,1,1,0,109,Thailand,Wet,3,2021,0.603,1.0,1,yhv,simulated
31.72,22.28,7.57,5.99,3.725,444.78,123.39,3183.25,9.99,1,1,1,81,Philippines,Wet,7,2019,0.479,1.0,1,yhv,simulated
20.6,20.97,8.65,9.73,3.953,340.89,11.01,3426.47,17.67,0,0,1,61,India,Wet,12,2022,0.534,0.76,1,yhv,simulated
34.42,29.95,7.47,2.53,0.375,150.8,157.33,3868.76,5.8,1,0,0,130,Malaysia,Wet,12,2020,0.296,1.0,1,yhv,simulated
32.47,23.13,6.93,3.77,0.683,191.75,133.75,2298.4,22.49,1,0,1,50,Philippines,Wet,7,2020,0.379,1.0,1,yhv,simulated
26.48,10.75,8.95,9.83,2.284,324.93,80.11,763.72,16.05,0,0,0,35,China,Wet,7,2020,0.501,0.76,1,yhv,simulated
29.62,17.4,8.41,5.98,1.995,39.39,124.91,4881.47,19.43,0,0,1,178,Philippines,Dry,9,2023,0.507,1.0,1,yhv,simulated
29.96,21.36,8.97,7.51,3.518,317.43,157.51,973.76,1.23,1,0,0,179,Philippines,Wet,11,2023,0.661,1.0,1,yhv,simulated
31.49,2.28,6.38,2.52,3.58,313.51,168.28,3413.47,10.92,0,1,0,63,Malaysia,Dry,5,2018,0.769,0.915,1,yhv,simulated
25.29,10.55,7.98,8.29,0.99,337.78,61.88,2468.84,0.32,1,0,1,135,Indonesia,Dry,6,2021,0.247,0.5,0,yhv,simulated
24.3,15.09,8.59,4.19,1.604,152.72,34.86,150.82,3.01,0,0,1,111,China,Wet,7,2018,0.554,0.76,1,yhv,simulated
25.4,16.01,6.21,9.52,0.831,474.8,172.17,3697.54,27.46,0,0,0,163,Indonesia,Wet,9,2023,0.323,0.92,1,yhv,simulated
23.73,7.97,7.02,2.99,2.001,441.12,119.72,122.41,26.42,0,1,0,143,China,Wet,7,2021,0.536,0.795,1,yhv,simulated
21.3,15.0,6.9,8.97,0.158,300.53,109.22,4781.09,28.11,1,1,1,99,Philippines,Dry,11,2022,0.152,1.0,1,yhv,simulated
31.22,2.32,8.84,5.36,0.508,361.15,161.55,2915.53,5.76,1,0,1,86,India,Wet,8,2021,0.434,1.0,1,yhv,simulated
34.89,30.92,7.61,5.78,4.847,218.27,87.66,1935.37,2.07,0,0,0,107,Thailand,Dry,10,2018,0.492,0.365,0,yhv,simulated
26.13,30.77,7.7,7.69,0.834,335.09,69.07,850.33,1.47,1,1,0,144,China,Dry,12,2022,0.203,0.6,0,yhv,simulated
21.71,8.39,6.66,6.58,2.695,6.15,125.15,2597.53,29.22,1,0,0,69,China,Wet,6,2023,0.553,1.0,1,yhv,simulated
28.68,20.29,7.43,9.5,1.208,208.25,97.17,3533.69,7.87,1,0,1,176,Philippines,Wet,11,2021,0.163,1.0,1,yhv,simulated
32.94,26.56,6.27,6.03,0.845,492.25,162.19,4945.54,17.33,0,1,1,129,Malaysia,Wet,4,2019,0.431,0.92,1,yhv,simulated
23.36,8.5,6.07,6.57,4.72,308.93,78.5,982.8,25.63,1,1,1,127,Philippines,Wet,12,2018,0.686,0.81,1,yhv,simulated
26.51,22.83,6.2,9.63,3.971,256.25,69.49,3562.18,7.48,0,0,0,115,China,Dry,6,2021,0.562,0.76,1,yhv,simulated
29.21,9.64,6.4,4.67,4.261,168.92,148.09,1341.03,29.75,1,1,0,43,Philippines,Wet,10,2018,0.694,1.0,1,yhv,simulated
34.67,19.33,8.61,9.42,1.569,493.31,62.48,213.29,13.77,1,0,1,112,Indonesia,Wet,2,2018,0.379,1.0,1,yhv,simulated
28.73,17.82,7.98,3.26,4.508,16.92,168.98,4223.05,16.7,1,1,0,88,Vietnam,Wet,7,2023,0.638,1.0,1,yhv,simulated
34.01,20.11,8.79,6.1,1.394,173.11,79.82,3976.49,2.91,0,1,0,105,China,Wet,6,2019,0.5,0.735,1,yhv,simulated
22.23,2.03,6.96,2.52,3.164,349.35,28.89,1826.72,14.63,1,1,0,162,Vietnam,Dry,12,2019,0.673,0.665,0,yhv,simulated
32.71,0.93,8.81,9.05,4.26,489.72,75.35,2776.88,1.08,1,1,0,32,Thailand,Dry,3,2018,0.583,0.81,1,yhv,simulated
32.15,10.03,6.86,3.18,1.729,489.34,80.49,3197.7,10.88,0,1,0,34,China,Dry,9,2019,0.526,0.565,0,yhv,simulated
23.41,20.93,7.53,8.25,1.895,292.65,178.48,1250.34,12.44,1,1,1,111,China,Wet,10,2021,0.274,1.0,1,yhv,simulated
32.62,10.97,7.24,5.7,2.104,177.16,29.2,508.72,14.59,0,0,0,159,India,Dry,10,2021,0.42,0.49,1,yhv,simulated
32.39,12.62,7.97,6.25,4.497,67.33,64.82,1298.41,4.85,0,1,1,118,Indonesia,Wet,12,2023,0.537,0.84,1,yhv,simulated
25.63,28.16,8.45,5.59,0.467,490.84,159.46,2698.32,4.43,1,1,0,42,China,Dry,8,2022,0.357,0.77,1,yhv,simulated
23.12,6.18,6.11,5.11,4.513,121.64,135.33,2750.21,25.7,0,0,1,43,Thailand,Dry,10,2018,0.728,0.71,0,yhv,simulated
25.62,32.33,8.84,4.24,0.697,8.69,75.7,3370.53,2.94,1,1,0,169,Indonesia,Dry,12,2022,0.493,0.42,1,yhv,simulated
27.49,13.52,6.8,3.99,4.56,383.42,104.37,4863.46,0.86,1,0,0,109,Vietnam,Dry,3,2019,0.65,1.0,1,yhv,simulated
27.02,9.86,8.64,7.94,4.609,75.27,151.62,1192.44,15.04,0,0,0,166,China,Dry,7,2021,0.592,0.91,1,yhv,simulated
26.95,33.37,6.5,4.25,2.088,11.46,170.21,651.75,28.14,0,0,1,97,Malaysia,Wet,1,2023,0.59,1.0,1,yhv,simulated
25.58,27.01,8.47,3.86,2.102,57.14,145.07,1457.89,12.31,1,0,0,167,Philippines,Dry,2,2018,0.6,1.0,1,yhv,simulated
24.43,7.71,7.39,4.52,1.522,125.86,184.09,922.0,20.69,0,1,1,86,Vietnam,Dry,9,2018,0.37,0.54,0,yhv,simulated
21.05,28.64,6.7,3.89,3.017,479.74,51.5,2783.27,7.8,0,1,1,111,Vietnam,Wet,9,2020,0.67,0.565,1,yhv,simulated
24.44,10.35,6.6,8.49,4.931,299.22,130.52,569.46,9.32,0,0,1,90,Thailand,Wet,2,2019,0.534,0.91,1,yhv,simulated
26.37,28.24,7.59,4.01,1.837,432.23,100.49,4434.39,24.26,1,0,1,146,India,Wet,5,2019,0.419,1.0,1,yhv,simulated
34.38,13.62,6.76,6.23,0.229,466.49,39.04,4053.54,25.67,0,1,1,53,Indonesia,Wet,12,2021,0.274,0.645,1,yhv,simulated
32.34,4.97,7.72,8.89,0.925,459.65,194.17,2471.26,6.32,0,0,0,33,Vietnam,Wet,7,2020,0.176,0.9,1,yhv,simulated
31.84,21.57,7.89,7.05,4.163,77.01,138.02,1334.33,18.8,0,0,0,124,India,Dry,2,2021,0.497,1.0,1,yhv,simulated
25.67,29.06,7.32,8.28,2.197,26.64,114.05,2904.51,23.75,1,0,0,87,Vietnam,Wet,3,2023,0.331,1.0,1,yhv,simulated
23.95,33.67,6.17,6.99,0.062,199.61,189.02,2730.07,15.5,0,1,1,40,Philippines,Wet,2,2019,0.329,0.67,1,yhv,simulated
32.23,26.83,8.74,4.2,2.012,97.2,75.73,986.66,23.2,1,1,1,132,Philippines,Dry,10,2018,0.624,0.86,1,yhv,simulated
28.26,33.89,7.72,2.79,4.367,290.75,86.58,2105.01,0.34,0,0,0,57,India,Dry,2,2021,0.61,0.595,0,yhv,simulated
22.77,16.99,7.52,4.1,2.097,42.53,161.54,4703.17,14.87,0,1,1,179,Indonesia,Wet,12,2019,0.433,0.94,1,yhv,simulated
31.9,18.3,6.53,5.42,4.288,202.51,137.41,1691.9,27.53,0,0,0,110,Malaysia,Dry,9,2021,0.648,1.0,1,yhv,simulated
31.19,12.8,6.28,9.02,2.927,438.93,95.49,1534.75,6.71,0,1,1,175,India,Wet,4,2020,0.561,1.0,1,yhv,simulated
21.27,3.11,6.52,9.63,4.544,420.85,59.42,4941.59,6.38,0,0,0,99,India,Wet,6,2018,0.509,0.51,1,yhv,simulated
27.62,34.07,7.89,8.8,1.402,298.44,56.53,821.33,24.86,0,0,0,129,Philippines,Dry,11,2019,0.261,0.49,1,yhv,simulated
24.72,31.03,6.0,4.02,4.474,186.06,186.97,220.44,29.32,0,1,0,145,Thailand,Dry,12,2021,0.783,0.56,0,yhv,simulated
23.68,26.25,8.56,9.2,0.55,219.81,118.94,3141.42,11.98,0,1,0,66,Malaysia,Wet,12,2020,0.264,0.62,0,yhv,simulated
25.58,13.89,8.35,5.57,3.204,55.66,167.08,2237.28,26.78,1,0,0,59,Malaysia,Wet,3,2023,0.623,1.0,1,yhv,simulated
33.03,17.2,6.76,8.02,4.57,231.38,31.57,171.56,20.53,0,1,0,160,Philippines,Dry,2,2023,0.523,0.535,1,yhv,simulated
31.79,0.63,6.13,8.8,2.95,412.0,28.88,359.42,20.77,1,1,1,94,India,Dry,9,2018,0.596,0.86,1,yhv,simulated
34.87,29.01,8.98,6.18,4.174,14.3,91.85,928.9,11.31,1,0,1,36,Malaysia,Dry,11,2022,0.707,1.0,1,yhv,simulated
22.18,26.9,6.03,6.2,1.472,37.21,140.03,3747.47,1.27,1,0,0,75,Indonesia,Dry,4,2022,0.535,1.0,1,yhv,simulated
23.59,10.57,7.31,9.79,0.711,9.91,152.6,345.45,7.78,0,1,1,46,Vietnam,Dry,8,2020,0.118,0.4,1,yhv,simulated
26.34,20.61,8.42,2.23,1.104,375.87,66.63,1349.63,9.0,0,0,1,70,Malaysia,Dry,8,2022,0.535,0.915,1,yhv,simulated
31.91,18.74,6.22,6.32,0.491,466.53,39.49,3159.56,24.21,0,1,0,172,Thailand,Wet,3,2019,0.391,0.72,0,yhv,simulated
27.74,19.36,8.49,4.21,3.059,241.12,48.67,356.81,6.79,1,1,1,161,China,Wet,1,2018,0.691,1.0,1,yhv,simulated
22.0,5.97,7.15,9.95,0.441,476.8,150.42,538.08,28.16,0,1,0,87,India,Dry,1,2021,0.109,0.35,0,yhv,simulated
30.93,25.58,7.11,2.59,2.954,455.04,171.6,2609.62,12.49,0,1,1,174,India,Dry,5,2018,0.64,0.895,1,yhv,simulated
22.21,10.85,6.45,7.66,2.271,136.66,158.61,1228.23,0.59,0,1,1,118,China,Wet,8,2021,0.505,0.81,0,yhv,simulated
33.5,21.36,7.95,9.13,3.732,240.77,12.63,436.86,14.39,1,0,0,136,India,Wet,8,2018,0.437,1.0,1,yhv,simulated
21.85,28.51,8.76,6.18,0.075,17.28,96.7,615.66,8.93,1,1,1,143,China,Wet,5,2022,0.346,1.0,1,yhv,simulated
25.43,31.61,7.67,2.83,2.902,341.57,156.0,4777.12,13.41,0,0,0,56,Philippines,Wet,1,2019,0.59,0.895,1,yhv,simulated
26.52,0.46,8.54,6.28,2.355,397.33,164.32,3379.33,29.52,1,1,1,40,Indonesia,Wet,2,2019,0.559,1.0,1,yhv,simulated
20.03,18.01,6.88,5.3,3.54,293.32,102.14,1116.95,20.07,1,0,0,134,Vietnam,Wet,11,2020,0.593,1.0,1,yhv,simulated
22.23,21.61,8.23,2.13,3.742,346.97,76.84,1109.77,25.02,1,0,0,112,Indonesia,Dry,12,2021,0.717,0.965,1,yhv,simulated
34.2,8.8,8.98,6.41,3.032,60.31,65.65,2805.75,7.32,0,0,0,130,Indonesia,Wet,8,2022,0.7,0.635,1,yhv,simulated
21.22,0.0,8.28,5.38,4.322,128.1,102.65,783.88,21.97,0,0,1,112,Malaysia,Wet,2,2022,0.617,0.91,1,yhv,simulated
28.53,15.99,6.53,8.27,4.296,430.3,155.85,703.62,25.7,1,1,0,44,Thailand,Dry,12,2020,0.553,1.0,1,yhv,simulated
31.93,15.93,8.67,8.64,3.652,243.24,58.16,1995.43,24.78,1,0,1,138,Philippines,Dry,7,2021,0.574,1.0,1,yhv,simulated
20.24,5.49,8.36,2.8,3.661,391.59,196.4,3457.33,27.3,1,1,0,84,India,Wet,6,2023,0.717,1.0,1,yhv,simulated
22.32,12.46,8.39,3.09,1.975,497.64,147.1,4016.19,28.67,0,0,1,94,Thailand,Wet,11,2021,0.598,1.0,1,yhv,simulated
24.37,32.37,7.02,8.31,3.212,313.57,87.41,3659.35,2.98,0,1,0,133,China,Dry,9,2022,0.47,0.14,0,yhv,simulated
33.27,12.04,7.99,8.69,2.149,177.99,170.31,2120.77,29.48,1,0,0,65,China,Wet,12,2020,0.364,1.0,1,yhv,simulated
20.15,4.72,7.88,2.89,1.966,243.85,56.3,4705.63,8.75,1,1,1,82,Thailand,Wet,7,2022,0.519,0.845,1,yhv,simulated
23.01,10.85,8.59,3.16,2.764,96.65,71.42,1892.76,23.09,1,1,1,65,China,Dry,12,2018,0.717,0.715,1,yhv,simulated
32.87,8.7,6.69,6.76,3.068,427.87,19.19,935.2,19.49,1,1,0,67,Vietnam,Wet,11,2019,0.576,1.0,1,yhv,simulated
26.83,26.32,6.82,7.91,0.423,114.08,165.83,1950.03,1.58,1,0,1,150,Malaysia,Dry,2,2019,0.23,1.0,1,yhv,simulated
23.78,7.04,7.3,9.33,0.628,412.91,150.7,3778.22,24.39,0,1,0,131,India,Wet,1,2020,0.125,0.55,1,yhv,simulated
34.63,33.38,6.24,3.77,4.246,480.51,103.35,2266.63,1.41,0,0,1,79,Vietnam,Wet,4,2019,0.751,1.0,1,yhv,simulated
21.9,25.8,9.0,2.08,3.095,319.04,35.3,2364.66,7.62,0,1,1,97,Vietnam,Wet,11,2020,0.847,0.565,1,yhv,simulated
32.7,31.32,7.77,8.59,2.914,125.27,10.15,2851.23,24.87,1,0,1,138,Philippines,Wet,1,2021,0.416,1.0,1,yhv,simulated
22.71,17.46,8.59,2.85,0.278,90.81,10.35,685.16,15.4,0,1,1,96,Indonesia,Dry,10,2020,0.451,0.425,1,yhv,simulated
29.18,13.15,6.71,5.51,2.097,147.93,36.71,1186.57,8.25,1,1,0,174,India,Dry,7,2018,0.514,1.0,1,yhv,simulated
21.57,26.12,6.89,3.63,2.974,326.94,166.24,3946.35,25.55,1,0,0,160,Philippines,Wet,5,2019,0.644,1.0,1,yhv,simulated
22.87,3.24,7.33,5.73,1.354,499.53,118.74,156.24,19.13,1,0,0,147,Thailand,Dry,10,2023,0.321,0.94,1,yhv,simulated
