water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source,ems_ahpnd_outbreak,ihhnv_outbreak,yhv_outbreak,imnv_outbreak
27.68,10.75,8.09,6.54,0.016,396.66,78.54,4883.05,8.88,1,1,1,47,Philippines,Wet,3,2021,0.215,1.0,1.0,wssv,simulated,,,,
26.03,29.87,6.84,5.83,0.686,86.99,27.27,1756.82,29.98,0,1,1,179,Indonesia,Dry,7,2019,0.325,0.46,1.0,wssv,simulated,,,,
21.51,19.35,7.89,4.27,2.133,149.07,199.14,2002.1,2.68,1,0,1,141,Thailand,Dry,5,2020,0.493,1.0,1.0,wssv,simulated,,,,
26.45,17.94,6.25,5.93,3.175,140.38,171.42,2067.33,12.98,1,1,1,167,Vietnam,Dry,1,2020,0.677,1.0,1.0,wssv,simulated,,,,
23.57,22.29,7.59,8.78,1.658,415.94,184.03,1626.72,2.6,1,1,1,144,Vietnam,Dry,12,2022,0.24,1.0,1.0,wssv,simulated,,,,
21.98,9.7,8.43,7.0,2.362,249.28,12.81,2354.53,28.67,0,0,0,149,Philippines,Dry,4,2018,0.517,0.33,0.0,wssv,simulated,,,,
24.44,12.03,6.88,3.39,0.712,498.45,33.91,2456.18,4.76,0,1,0,38,China,Wet,2,2022,0.403,0.55,0.0,wssv,simulated,,,,
26.19,26.2,8.81,9.71,4.841,230.83,59.69,2612.84,28.38,1,1,1,180,Thailand,Dry,4,2022,0.561,0.98,1.0,wssv,simulated,,,,
31.57,0.79,8.18,3.03,4.511,196.19,71.09,2090.17,25.89,0,1,1,32,Philippines,Dry,1,2019,0.679,0.67,1.0,wssv,simulated,,,,
21.26,34.15,6.36,5.97,2.914,486.58,134.08,3532.01,25.84,1,1,0,30,Thailand,Wet,8,2018,0.648,1.0,1.0,wssv,simulated,,,,
30.84,11.44,6.33,5.6,4.673,158.58,45.34,4158.68,17.26,0,0,0,96,India,Dry,2,2023,0.675,0.83,1.0,wssv,simulated,,,,
23.4,6.78,7.94,8.49,4.077,35.58,76.35,2908.42,14.66,1,0,0,107,Philippines,Dry,5,2021,0.457,0.67,1.0,wssv,simulated,,,,
32.41,25.3,7.47,3.34,0.45,132.32,181.2,1169.69,17.9,0,1,1,146,Philippines,Wet,1,2022,0.277,0.74,1.0,wssv,simulated,,,,
20.02,13.62,6.85,3.46,3.342,65.09,171.85,1750.54,18.33,0,1,0,121,India,Wet,5,2020,0.66,0.92,1.0,wssv,simulated,,,,
25.89,27.2,8.6,6.26,0.94,131.58,172.74,764.91,25.95,1,0,1,47,Thailand,Wet,7,2020,0.412,1.0,1.0,wssv,simulated,,,,
25.89,11.6,6.91,5.64,4.261,401.27,144.99,687.12,22.05,0,0,0,76,India,Dry,10,2023,0.577,1.0,1.0,wssv,simulated,,,,
20.31,20.29,7.81,6.97,3.663,144.9,46.81,1021.45,17.09,0,0,0,117,Thailand,Wet,1,2020,0.486,0.62,1.0,wssv,simulated,,,,
27.28,32.63,7.19,5.49,1.753,344.28,21.46,3640.67,2.32,0,0,0,170,Thailand,Wet,5,2022,0.397,0.72,1.0,wssv,simulated,,,,
24.06,16.52,6.9,5.38,4.976,38.51,75.42,255.75,15.28,1,1,0,99,Malaysia,Wet,5,2023,0.587,0.98,1.0,wssv,simulated,,,,
27.26,25.36,6.71,3.51,0.135,489.36,33.97,1597.3,2.2,1,0,0,73,Indonesia,Wet,2,2019,0.363,1.0,1.0,wssv,simulated,,,,
34.54,2.84,6.48,3.54,1.884,201.41,20.44,1765.71,20.49,0,1,1,87,Vietnam,Dry,9,2023,0.595,0.52,0.0,wssv,simulated,,,,
21.49,30.82,7.63,8.01,1.374,21.06,195.95,4045.09,20.03,0,0,1,106,India,Wet,8,2021,0.241,0.72,1.0,wssv,simulated,,,,
21.22,33.96,6.1,3.04,4.372,276.9,127.0,538.24,28.98,1,0,0,141,Thailand,Wet,4,2021,0.799,1.0,1.0,wssv,simulated,,,,
29.42,31.36,7.24,7.44,3.835,83.26,135.5,4993.42,27.65,0,0,0,83,Malaysia,Wet,9,2019,0.462,0.97,1.0,wssv,simulated,,,,
23.68,29.05,6.06,8.32,4.879,472.47,29.06,2257.37,19.62,0,1,1,96,Thailand,Dry,4,2020,0.629,0.28,0.0,wssv,simulated,,,,
33.2,23.78,8.89,3.02,3.795,192.01,21.37,3428.56,7.66,1,0,1,147,Thailand,Wet,5,2018,0.798,1.0,1.0,wssv,simulated,,,,
22.34,5.03,8.61,4.41,1.528,396.79,182.94,964.15,12.17,0,0,0,129,Philippines,Dry,3,2020,0.541,0.58,0.0,wssv,simulated,,,,
31.08,11.08,8.49,6.12,4.17,252.62,20.51,1731.77,29.24,0,0,0,72,India,Dry,3,2021,0.628,0.83,0.0,wssv,simulated,,,,
20.65,1.29,6.74,3.45,3.505,206.03,176.71,3844.37,6.67,0,1,1,157,India,Wet,1,2019,0.678,0.77,1.0,wssv,simulated,,,,
20.78,4.62,6.31,4.78,3.374,494.03,114.04,260.49,8.96,0,1,1,173,Malaysia,Wet,7,2018,0.706,0.68,1.0,wssv,simulated,,,,
29.64,5.77,7.8,9.85,0.455,155.94,123.55,2747.58,17.85,0,0,0,125,Vietnam,Wet,10,2023,0.106,0.85,1.0,wssv,simulated,,,,
21.07,34.61,7.76,8.79,3.913,414.01,27.44,2339.97,10.54,1,1,1,72,Indonesia,Dry,4,2019,0.417,0.62,0.0,wssv,simulated,,,,
31.98,20.58,7.3,3.52,1.891,196.73,60.45,4949.66,10.96,1,0,0,159,Vietnam,Dry,2,2020,0.459,1.0,1.0,wssv,simulated,,,,
33.65,13.18,6.4,5.5,4.604,481.88,170.31,1299.48,11.22,1,1,1,91,Malaysia,Wet,3,2022,0.667,1.0,1.0,wssv,simulated,,,,
23.36,7.01,6.01,5.64,4.03,204.39,33.27,1941.3,11.12,1,1,1,122,Thailand,Wet,4,2023,0.727,0.83,1.0,wssv,simulated,,,,
25.65,4.92,7.17,2.6,2.024,253.17,122.62,1154.27,16.99,0,1,0,31,Vietnam,Wet,4,2023,0.527,0.96,1.0,wssv,simulated,,,,
28.85,30.87,6.33,8.01,2.214,94.07,183.51,1465.6,21.63,1,0,0,65,China,Wet,10,2021,0.507,1.0,1.0,wssv,simulated,,,,
26.28,29.54,8.05,2.84,2.36,225.86,43.59,4143.83,5.69,1,1,1,30,Vietnam,Wet,4,2019,0.593,1.0,1.0,wssv,simulated,,,,
28.37,12.31,6.95,3.22,3.799,189.53,118.7,1909.36,7.21,0,0,0,89,Thailand,Dry,6,2020,0.651,1.0,1.0,wssv,simulated,,,,
32.36,26.5,8.71,8.21,2.671,425.18,42.3,447.66,6.16,0,0,1,164,Malaysia,Dry,6,2021,0.558,0.53,1.0,wssv,simulated,,,,
26.04,28.59,8.65,3.59,3.625,234.87,141.03,718.72,18.87,1,0,0,39,Thailand,Wet,12,2021,0.739,1.0,1.0,wssv,simulated,,,,
28.78,3.05,7.27,8.98,3.555,330.82,66.02,329.09,26.88,1,0,1,165,India,Wet,6,2021,0.406,1.0,1.0,wssv,simulated,,,,
20.73,26.33,7.45,7.87,2.523,187.23,129.25,4997.06,25.37,1,0,1,108,Philippines,Wet,5,2019,0.36,1.0,1.0,wssv,simulated,,,,
21.69,25.34,6.31,3.82,2.964,326.43,15.99,619.45,18.34,1,1,1,92,Indonesia,Wet,2,2021,0.734,0.92,1.0,wssv,simulated,,,,
23.12,13.07,7.16,9.1,1.29,197.79,168.78,1897.03,11.7,1,0,1,126,China,Dry,4,2023,0.23,1.0,1.0,wssv,simulated,,,,
34.76,3.79,6.85,3.97,1.354,135.01,124.68,4111.39,16.52,1,1,0,37,Vietnam,Dry,4,2023,0.46,1.0,1.0,wssv,simulated,,,,
22.54,3.34,7.87,4.0,0.192,214.49,184.63,4690.53,3.27,0,1,0,130,China,Wet,1,2021,0.283,0.45,1.0,wssv,simulated,,,,
28.14,15.84,7.39,8.11,1.284,289.73,101.72,4707.18,21.23,1,1,1,117,Philippines,Dry,4,2022,0.224,1.0,1.0,wssv,simulated,,,,
27.13,4.91,8.64,7.54,2.722,402.59,97.27,1986.54,8.25,1,1,0,163,Philippines,Dry,2,2021,0.574,1.0,1.0,wssv,simulated,,,,
23.24,29.31,8.47,4.72,1.141,60.23,122.65,2440.07,22.77,0,0,0,158,Indonesia,Dry,6,2022,0.464,0.58,1.0,wssv,simulated,,,,
27.32,18.61,7.92,2.52,4.477,463.75,138.08,2397.27,1.76,1,0,1,146,Indonesia,Wet,6,2021,0.653,1.0,1.0,wssv,simulated,,,,
20.74,10.67,7.15,9.71,2.309,22.99,178.35,2232.88,28.89,1,0,0,106,India,Wet,2,2018,0.325,1.0,1.0,wssv,simulated,,,,
30.08,17.02,6.3,8.82,2.331,495.92,194.4,1607.19,29.63,1,1,0,90,India,Wet,3,2021,0.498,1.0,1.0,wssv,simulated,,,,
20.59,33.49,8.12,4.17,4.197,417.15,48.33,3746.32,2.04,0,0,1,103,Indonesia,Wet,11,2021,0.631,0.53,0.0,wssv,simulated,,,,
33.54,2.94,7.07,8.8,4.417,451.4,171.96,3981.88,23.02,0,1,1,101,Vietnam,Wet,10,2021,0.445,0.77,0.0,wssv,simulated,,,,
22.81,2.58,8.23,2.5,4.743,134.41,19.48,658.0,10.81,1,1,0,120,India,Wet,12,2020,0.705,0.87,1.0,wssv,simulated,,,,
25.8,4.34,6.28,8.78,1.325,329.95,101.3,790.25,18.67,0,1,1,94,China,Dry,2,2021,0.391,0.83,0.0,wssv,simulated,,,,
34.05,2.13,6.82,4.66,4.325,347.64,153.47,1266.38,25.86,1,1,1,128,Philippines,Dry,3,2018,0.625,1.0,1.0,wssv,simulated,,,,
34.51,31.46,7.13,6.2,2.83,497.79,95.52,1215.04,15.77,1,0,0,106,India,Wet,10,2021,0.503,1.0,1.0,wssv,simulated,,,,
31.64,34.56,6.23,7.63,0.849,282.07,132.87,908.04,20.16,1,1,0,170,Indonesia,Wet,10,2018,0.385,1.0,1.0,wssv,simulated,,,,
30.94,3.72,7.43,4.39,4.227,198.81,11.74,2283.17,27.48,1,0,0,147,China,Wet,4,2019,0.532,1.0,1.0,wssv,simulated,,,,
20.44,26.15,8.3,6.63,3.622,358.38,68.49,1502.08,14.45,0,1,1,42,Indonesia,Dry,8,2018,0.579,0.28,0.0,wssv,simulated,,,,
20.6,16.89,7.31,9.5,1.03,225.68,154.13,3979.34,8.04,0,1,1,97,Vietnam,Wet,1,2019,0.163,0.82,1.0,wssv,simulated,,,,
30.93,9.77,6.95,5.09,4.318,68.54,74.58,864.97,8.29,1,0,0,105,Thailand,Wet,10,2023,0.589,1.0,1.0,wssv,simulated,,,,
21.78,33.24,6.2,2.3,1.171,420.91,123.9,4156.42,1.43,0,1,1,142,Thailand,Dry,2,2022,0.603,0.62,1.0,wssv,simulated,,,,
28.09,27.88,8.7,6.01,1.986,442.22,198.4,713.6,11.38,1,1,1,94,India,Wet,3,2023,0.554,1.0,1.0,wssv,simulated,,,,
21.79,12.73,7.01,5.83,2.414,29.49,124.79,3328.81,25.66,1,1,1,53,Thailand,Wet,5,2018,0.489,1.0,1.0,wssv,simulated,,,,
32.64,33.71,8.36,6.04,0.838,152.12,107.67,2844.83,7.97,0,0,1,89,Vietnam,Dry,1,2020,0.368,0.66,0.0,wssv,simulated,,,,
27.7,30.48,8.25,5.93,0.051,53.58,52.04,1191.3,10.46,0,0,1,140,Vietnam,Dry,8,2019,0.266,0.56,0.0,wssv,simulated,,,,
29.61,1.48,6.73,6.83,2.353,207.01,98.35,805.27,17.92,0,1,1,120,India,Dry,9,2020,0.495,0.83,1.0,wssv,simulated,,,,
22.96,33.61,7.41,7.26,3.181,222.58,46.73,1028.59,4.15,0,0,1,145,Malaysia,Wet,7,2023,0.44,0.47,0.0,wssv,simulated,,,,
30.56,34.84,6.84,6.96,2.418,315.99,199.66,313.68,1.52,0,1,1,180,Vietnam,Wet,12,2018,0.48,0.98,0.0,wssv,simulated,,,,
25.68,18.76,6.77,2.4,1.016,189.71,192.42,2275.16,16.69,0,1,0,51,China,Wet,6,2022,0.488,1.0,1.0,wssv,simulated,,,,
24.25,20.14,7.63,9.01,4.264,306.62,94.02,4837.92,25.02,1,0,0,133,Thailand,Dry,2,2018,0.388,1.0,1.0,wssv,simulated,,,,
25.95,4.37,8.94,5.63,1.028,337.68,67.2,2929.1,12.58,1,0,0,114,Indonesia,Wet,5,2023,0.5,1.0,1.0,wssv,simulated,,,,
32.57,23.46,7.55,5.91,4.426,378.67,147.23,4472.96,12.21,0,1,0,48,China,Wet,4,2021,0.478,0.92,1.0,wssv,simulated,,,,
20.19,11.05,8.22,8.66,1.961,423.13,198.1,3687.72,0.38,1,0,1,82,Indonesia,Wet,1,2023,0.383,1.0,1.0,wssv,simulated,,,,
34.51,11.92,8.73,4.42,2.945,164.48,64.2,1283.94,23.07,1,0,0,69,China,Dry,8,2022,0.718,1.0,1.0,wssv,simulated,,,,
34.06,7.76,7.85,2.65,4.908,178.73,179.41,3625.33,15.48,0,1,0,128,Vietnam,Dry,9,2020,0.637,0.66,0.0,wssv,simulated,,,,
20.58,20.77,7.78,9.21,3.733,146.36,133.24,1889.22,21.59,0,1,1,104,Thailand,Wet,11,2023,0.406,0.82,1.0,wssv,simulated,,,,
25.74,16.17,8.81,9.27,3.101,112.69,145.11,1184.0,0.02,1,1,0,164,Malaysia,Wet,11,2018,0.576,1.0,1.0,wssv,simulated,,,,
32.72,26.52,6.5,9.97,3.099,36.9,106.06,1500.9,6.6,1,1,0,122,China,Wet,2,2018,0.501,1.0,1.0,wssv,simulated,,,,
32.16,29.54,6.06,7.25,0.597,395.22,27.1,4732.76,14.58,0,1,0,39,Philippines,Wet,3,2022,0.398,0.41,0.0,wssv,simulated,,,,
32.79,14.8,6.01,6.5,2.28,25.68,34.35,3026.53,3.32,1,0,1,169,Vietnam,Dry,6,2019,0.618,1.0,1.0,wssv,simulated,,,,
21.62,11.77,6.99,9.34,2.851,220.32,179.12,3964.9,25.87,1,0,1,104,India,Wet,10,2018,0.424,1.0,1.0,wssv,simulated,,,,
20.35,31.45,8.71,9.9,4.848,157.13,112.85,479.76,26.06,0,0,1,72,Indonesia,Dry,5,2022,0.538,0.63,1.0,wssv,simulated,,,,
30.74,2.45,7.73,3.81,2.07,48.75,138.4,102.75,25.38,1,1,1,90,India,Dry,2,2018,0.475,1.0,1.0,wssv,simulated,,,,
21.18,2.52,6.43,4.38,4.524,81.9,160.05,2303.22,18.51,0,1,0,123,Philippines,Dry,10,2019,0.699,0.48,1.0,wssv,simulated,,,,
30.95,1.79,6.28,7.32,0.89,246.85,71.77,1195.79,2.83,0,1,1,97,India,Dry,3,2019,0.392,0.46,0.0,wssv,simulated,,,,
25.11,14.68,8.13,5.58,1.155,313.94,192.02,950.62,0.68,1,0,1,161,Philippines,Wet,6,2020,0.381,1.0,1.0,wssv,simulated,,,,
22.17,1.6,8.91,7.52,0.703,186.03,146.29,2399.51,27.51,0,1,0,56,Thailand,Wet,11,2018,0.396,0.51,1.0,wssv,simulated,,,,
27.44,9.83,6.97,3.18,0.493,365.03,79.59,3545.46,19.19,0,0,0,76,Philippines,Dry,5,2018,0.37,0.6,1.0,wssv,simulated,,,,
28.34,1.07,8.35,6.49,1.171,233.41,35.42,2061.18,8.01,0,0,1,57,Vietnam,Dry,10,2021,0.389,0.68,1.0,wssv,simulated,,,,
29.32,31.3,8.03,7.53,2.815,23.37,145.61,2093.34,4.08,0,0,1,145,China,Dry,12,2023,0.483,0.93,1.0,wssv,simulated,,,,
25.92,34.84,6.3,5.06,3.753,369.11,46.77,2788.79,15.72,0,0,1,81,Vietnam,Wet,9,2021,0.698,0.83,0.0,wssv,simulated,,,,
21.85,12.9,7.67,3.18,3.732,389.95,133.65,3966.26,25.87,1,1,0,38,Thailand,Wet,6,2021,0.589,1.0,1.0,wssv,simulated,,,,
29.74,30.53,7.05,6.4,0.331,446.51,50.56,3515.45,5.99,0,0,1,37,Indonesia,Dry,8,2019,0.232,0.5,0.0,wssv,simulated,,,,
30.59,14.23,7.4,3.26,0.42,312.43,107.65,287.71,28.35,0,1,0,163,China,Dry,6,2020,0.288,0.89,1.0,wssv,simulated,,,,
22.09,4.87,6.6,5.95,4.594,303.49,159.31,3948.08,7.41,0,0,1,51,Philippines,Wet,10,2019,0.618,0.78,1.0,wssv,simulated,,,,
20.8,20.45,8.64,9.31,1.671,92.46,22.51,815.89,18.26,0,0,0,79,Thailand,Dry,3,2019,0.399,0.53,1.0,wssv,simulated,,,,
29.32,27.54,7.34,2.06,1.977,75.3,38.62,4949.76,21.8,0,1,0,159,India,Wet,10,2018,0.511,0.71,0.0,wssv,simulated,,,,
22.12,1.76,8.29,9.02,4.536,38.49,27.75,4535.92,6.91,0,1,1,71,Thailand,Dry,2,2021,0.498,0.28,1.0,wssv,simulated,,,,
24.66,1.55,6.66,8.86,4.117,217.56,129.87,4759.07,11.38,0,1,1,143,India,Dry,2,2019,0.511,0.53,0.0,wssv,simulated,,,,
32.11,5.44,8.2,7.21,0.414,428.7,26.63,4292.18,11.11,1,1,0,138,Malaysia,Wet,3,2019,0.256,0.81,1.0,wssv,simulated,,,,
31.34,3.51,6.73,5.4,2.624,237.83,161.66,3052.64,10.68,0,0,0,144,India,Dry,8,2019,0.573,0.88,0.0,wssv,simulated,,,,
23.97,6.49,6.08,2.53,1.48,310.4,176.32,4797.32,20.29,1,0,1,60,Malaysia,Dry,4,2022,0.65,1.0,1.0,wssv,simulated,,,,
25.39,5.03,8.62,3.26,2.717,64.82,71.3,3432.77,7.28,0,1,0,180,Indonesia,Dry,7,2018,0.713,0.62,0.0,wssv,simulated,,,,
25.82,34.25,7.32,2.72,0.516,376.64,191.47,1759.04,5.45,1,1,0,87,Indonesia,Wet,10,2020,0.33,1.0,1.0,wssv,simulated,,,,
21.46,31.34,7.16,4.91,1.489,24.57,140.36,2587.37,28.05,0,0,1,118,Malaysia,Wet,10,2021,0.392,0.72,1.0,wssv,simulated,,,,
21.6,33.67,7.69,6.8,2.928,265.68,151.93,2345.45,8.57,1,0,0,158,China,Dry,9,2020,0.464,0.92,1.0,wssv,simulated,,,,
29.18,22.46,8.01,5.29,1.208,93.31,112.33,1144.38,5.21,0,0,0,78,Philippines,Dry,1,2022,0.376,1.0,1.0,wssv,simulated,,,,
33.43,11.03,6.06,3.99,1.154,363.41,10.96,1300.17,22.19,1,0,1,65,Vietnam,Wet,4,2020,0.569,1.0,1.0,wssv,simulated,,,,
21.48,12.12,8.01,5.48,0.794,34.47,10.68,3621.08,25.14,0,0,1,95,India,Wet,6,2020,0.324,0.61,0.0,wssv,simulated,,,,
26.27,10.51,6.64,9.89,4.505,299.88,37.39,1995.71,10.32,0,0,1,120,China,Wet,12,2022,0.48,1.0,1.0,wssv,simulated,,,,
21.88,30.98,8.46,3.65,0.36,229.1,19.7,3372.3,22.69,0,1,1,119,Thailand,Wet,2,2022,0.412,0.4,0.0,wssv,simulated,,,,
32.17,28.41,8.05,3.46,3.396,30.24,45.13,1815.92,13.06,1,1,1,180,Indonesia,Dry,1,2020,0.643,0.92,1.0,wssv,simulated,,,,
25.74,21.69,8.58,6.59,1.216,171.22,87.15,173.32,5.13,1,0,1,121,Thailand,Dry,2,2023,0.429,1.0,1.0,wssv,simulated,,,,
32.81,0.37,6.94,3.18,4.783,252.47,131.74,721.5,23.36,0,1,1,115,India,Wet,4,2021,0.654,0.92,1.0,wssv,simulated,,,,
33.34,25.48,6.18,9.43,2.551,2.89,188.86,2631.6,26.26,1,0,0,87,Philippines,Dry,11,2018,0.522,1.0,1.0,wssv,simulated,,,,
33.5,10.48,6.11,3.14,3.162,18.81,119.51,2713.69,21.49,0,1,0,134,Vietnam,Wet,8,2021,0.794,1.0,1.0,wssv,simulated,,,,
34.33,33.26,6.95,8.65,3.804,114.04,163.38,3855.56,8.5,1,1,1,150,Thailand,Dry,7,2020,0.47,1.0,1.0,wssv,simulated,,,,
34.56,5.93,6.57,3.86,0.758,357.87,136.66,3446.18,7.37,0,1,0,80,Malaysia,Dry,12,2019,0.444,0.6,0.0,wssv,simulated,,,,
28.79,7.16,7.16,7.66,1.752,349.42,161.59,2717.44,23.66,1,0,1,94,Thailand,Wet,7,2018,0.329,1.0,1.0,wssv,simulated,,,,
32.49,0.37,8.37,3.65,0.353,179.89,37.73,1292.27,17.46,0,0,1,119,India,Dry,3,2019,0.396,0.5,1.0,wssv,simulated,,,,
22.8,31.55,7.12,5.42,3.9,162.98,114.56,862.13,1.71,0,1,1,67,India,Wet,9,2021,0.549,0.62,1.0,wssv,simulated,,,,
20.2,20.3,7.04,7.87,2.527,288.84,198.12,4563.62,12.22,1,1,1,114,Malaysia,Wet,1,2020,0.428,1.0,1.0,wssv,simulated,,,,
20.47,13.78,7.49,7.36,0.996,203.86,45.86,491.91,8.19,0,0,0,57,Philippines,Wet,6,2020,0.2,0.5,0.0,wssv,simulated,,,,
25.97,25.32,8.84,4.64,3.744,370.18,10.31,4209.99,13.86,0,1,1,101,Thailand,Wet,4,2023,0.735,0.73,1.0,wssv,simulated,,,,
23.87,4.23,8.31,8.77,1.205,242.74,142.38,3915.76,16.83,0,0,1,126,Philippines,Wet,1,2019,0.31,0.78,1.0,wssv,simulated,,,,
28.18,3.79,8.62,9.74,1.393,370.92,196.32,735.68,27.68,0,1,1,131,Vietnam,Wet,10,2018,0.35,0.98,1.0,wssv,simulated,,,,
28.06,1.55,7.77,2.27,3.581,156.27,121.84,2129.81,8.74,1,1,0,120,Vietnam,Wet,4,2018,0.636,1.0,1.0,wssv,simulated,,,,
24.56,33.73,8.22,2.18,0.111,181.05,83.32,3217.25,10.06,0,1,1,95,Thailand,Wet,5,2022,0.393,0.65,1.0,wssv,simulated,,,,
25.53,11.49,6.05,9.5,4.402,85.7,110.74,4011.17,16.77,1,0,1,81,Philippines,Wet,2,2020,0.592,1.0,1.0,wssv,simulated,,,,
25.34,33.99,8.15,5.22,2.194,363.65,120.41,725.7,1.28,1,0,1,30,Malaysia,Wet,3,2022,0.511,1.0,1.0,wssv,simulated,,,,
30.69,13.38,6.25,8.62,3.101,278.77,116.66,1662.62,8.84,0,1,0,163,China,Dry,3,2021,0.588,0.98,1.0,wssv,simulated,,,,
34.87,11.26,7.54,9.99,2.875,159.17,106.51,2693.09,24.05,1,0,0,103,Thailand,Dry,6,2020,0.326,1.0,1.0,wssv,simulated,,,,
33.99,13.9,6.93,9.82,2.523,384.18,130.18,2805.75,9.85,1,1,0,158,Malaysia,Dry,12,2018,0.381,1.0,1.0,wssv,simulated,,,,
27.91,9.17,6.96,4.72,4.76,452.4,123.53,3242.49,28.95,0,0,1,127,India,Dry,2,2018,0.599,0.93,1.0,wssv,simulated,,,,
22.26,19.94,7.96,3.37,4.091,475.77,27.16,1889.85,7.75,0,1,1,116,Indonesia,Dry,4,2021,0.631,0.51,1.0,wssv,simulated,,,,
21.59,18.34,7.48,5.14,3.653,272.04,84.37,4550.82,1.48,0,0,0,173,Thailand,Wet,4,2020,0.499,0.87,1.0,wssv,simulated,,,,
27.58,23.12,7.2,4.2,1.958,120.72,132.74,569.81,1.13,0,0,1,96,Vietnam,Wet,5,2018,0.461,1.0,1.0,wssv,simulated,,,,
20.81,33.95,8.09,3.26,1.348,292.03,166.34,3452.0,0.83,0,1,1,115,China,Wet,7,2022,0.473,0.77,1.0,wssv,simulated,,,,
26.74,34.54,8.29,9.39,1.476,153.15,39.75,352.79,28.13,0,1,0,46,Vietnam,Wet,8,2022,0.316,0.68,1.0,wssv,simulated,,,,
27.39,7.21,7.12,2.77,2.419,375.64,181.08,951.6,23.77,1,0,0,76,Indonesia,Wet,5,2019,0.573,1.0,1.0,wssv,simulated,,,,
25.91,14.94,8.16,6.16,1.31,347.58,25.41,153.44,12.31,1,1,1,122,Indonesia,Wet,10,2021,0.384,1.0,1.0,wssv,simulated,,,,
32.4,15.21,7.07,4.14,2.204,293.9,175.76,4567.63,28.17,0,0,0,70,Philippines,Wet,5,2023,0.512,1.0,1.0,wssv,simulated,,,,
32.52,34.07,8.25,2.15,0.465,254.03,188.33,1770.49,9.12,0,0,1,76,Thailand,Wet,11,2022,0.438,0.9,0.0,wssv,simulated,,,,
22.45,11.09,8.24,2.68,4.933,142.18,107.04,1346.18,15.27,1,0,0,50,Thailand,Wet,5,2022,0.701,1.0,1.0,wssv,simulated,,,,
30.44,11.83,8.34,2.1,4.821,43.41,26.1,124.15,2.03,1,0,0,112,Philippines,Wet,7,2020,0.737,1.0,1.0,wssv,simulated,,,,
29.34,3.36,8.72,7.5,4.583,280.98,137.39,1544.41,7.2,0,1,1,109,India,Wet,7,2021,0.62,0.98,1.0,wssv,simulated,,,,
34.57,32.55,8.15,3.53,1.386,342.14,120.07,4588.23,22.9,1,1,1,35,Vietnam,Dry,7,2018,0.478,1.0,1.0,wssv,simulated,,,,
28.33,16.75,8.24,4.17,3.756,473.47,31.18,3721.19,12.88,0,0,1,120,Malaysia,Wet,3,2018,0.651,1.0,1.0,wssv,simulated,,,,
30.07,34.06,8.8,2.49,3.403,121.06,111.64,1156.61,9.53,1,1,0,118,Malaysia,Wet,1,2018,0.8,1.0,1.0,wssv,simulated,,,,
28.96,32.32,8.19,3.3,3.359,360.68,37.46,3496.2,25.71,1,1,1,49,India,Wet,10,2023,0.672,1.0,1.0,wssv,simulated,,,,
26.57,18.43,7.68,2.36,0.809,187.27,57.19,1765.84,11.28,0,0,1,142,India,Wet,7,2021,0.375,0.94,1.0,wssv,simulated,,,,
23.89,10.76,7.65,7.87,2.035,273.17,113.8,4459.56,3.03,1,1,0,83,Malaysia,Wet,3,2020,0.322,1.0,1.0,wssv,simulated,,,,
32.59,8.48,7.84,7.48,1.386,109.88,184.77,360.38,14.93,1,1,1,51,Indonesia,Dry,10,2022,0.295,1.0,1.0,wssv,simulated,,,,
22.9,32.07,8.8,5.08,4.141,391.36,46.25,649.35,4.89,1,0,1,93,India,Dry,6,2022,0.714,0.78,1.0,wssv,simulated,,,,
27.88,4.52,6.97,8.81,4.795,121.24,72.86,3027.26,27.25,0,1,0,143,Indonesia,Dry,3,2020,0.461,0.53,1.0,wssv,simulated,,,,
30.94,2.51,8.62,3.54,0.256,237.8,157.39,3772.0,11.1,0,0,1,135,Indonesia,Wet,8,2021,0.43,1.0,1.0,wssv,simulated,,,,
25.75,30.46,7.4,2.98,0.613,332.1,164.65,3617.51,8.06,0,1,1,39,Thailand,Wet,1,2023,0.319,0.89,1.0,wssv,simulated,,,,
28.23,8.11,7.64,3.22,3.508,206.32,129.96,2997.94,14.46,0,1,0,80,Vietnam,Dry,10,2022,0.583,0.81,1.0,wssv,simulated,,,,
26.39,0.04,6.42,6.83,0.791,407.21,197.84,4721.16,5.18,0,1,0,75,Indonesia,Dry,12,2019,0.374,0.66,1.0,wssv,simulated,,,,
34.85,28.43,6.4,4.31,2.647,36.6,172.29,3233.94,22.18,1,1,1,31,Malaysia,Dry,10,2019,0.667,1.0,1.0,wssv,simulated,,,,
28.99,33.22,8.88,6.71,4.446,18.63,135.0,3576.44,29.33,0,1,0,107,India,Dry,2,2021,0.673,0.78,1.0,wssv,simulated,,,,
29.47,28.24,7.27,6.95,4.881,38.52,116.96,2785.07,22.31,1,0,0,56,Vietnam,Dry,2,2019,0.473,1.0,1.0,wssv,simulated,,,,
34.79,34.18,8.51,9.86,2.413,383.97,80.93,4927.55,0.67,1,1,0,84,Vietnam,Dry,2,2023,0.441,1.0,1.0,wssv,simulated,,,,
